gwcode,year,dv_v2x_freexp_altinf_change,dv_v2x_freexp_altinf_up_next2,dv_v2x_freexp_altinf_down_next2
225,2010,same,0,0
225,2011,same,0,0
225,2012,same,0,0
225,2013,same,0,0
225,2014,same,0,0
225,2015,same,0,0
225,2016,same,0,0
225,2017,same,0,0
225,2018,same,NA,NA
225,2019,same,NA,NA
230,1968,first year of independence,0,0
230,1969,same,0,0
230,1970,same,0,0
230,1971,same,0,0
230,1972,same,0,0
230,1973,same,0,0
230,1974,same,1,0
230,1975,same,1,0
230,1976,up,1,0
230,1977,up,1,0
230,1978,up,0,0
230,1979,same,0,0
230,1980,same,0,0
230,1981,same,0,0
230,1982,same,0,0
230,1983,same,0,0
230,1984,same,0,0
230,1985,same,0,0
230,1986,same,0,0
230,1987,same,0,0
230,1988,same,0,0
230,1989,same,0,0
230,1990,same,0,0
230,1991,same,0,0
230,1992,same,0,0
230,1993,same,0,0
230,1994,same,0,0
230,1995,same,0,0
230,1996,same,0,0
230,1997,same,0,0
230,1998,same,0,0
230,1999,same,0,0
230,2000,same,0,0
230,2001,same,0,0
230,2002,same,0,0
230,2003,same,0,0
230,2004,same,0,0
230,2005,same,0,0
230,2006,same,0,0
230,2007,same,0,0
230,2008,same,0,0
230,2009,same,0,0
230,2010,same,0,0
230,2011,same,0,0
230,2012,same,0,0
230,2013,same,0,0
230,2014,same,0,0
230,2015,same,0,0
230,2016,same,0,0
230,2017,same,0,0
230,2018,same,NA,NA
230,2019,same,NA,NA
235,1968,first year of independence,0,0
235,1969,same,0,0
235,1970,same,0,0
235,1971,same,0,0
235,1972,same,1,0
235,1973,same,1,0
235,1974,up,1,0
235,1975,up,0,0
235,1976,same,0,0
235,1977,same,0,0
235,1978,same,0,0
235,1979,same,0,0
235,1980,same,0,0
235,1981,same,0,0
235,1982,same,0,0
235,1983,same,0,0
235,1984,same,0,0
235,1985,same,0,0
235,1986,same,0,0
235,1987,same,0,0
235,1988,same,0,0
235,1989,same,0,0
235,1990,same,0,0
235,1991,same,0,0
235,1992,same,0,0
235,1993,same,0,0
235,1994,same,0,0
235,1995,same,0,0
235,1996,same,0,0
235,1997,same,0,0
235,1998,same,0,0
235,1999,same,0,0
235,2000,same,0,0
235,2001,same,0,0
235,2002,same,0,0
235,2003,same,0,0
235,2004,same,0,0
235,2005,same,0,0
235,2006,same,0,0
235,2007,same,0,0
235,2008,same,0,0
235,2009,same,0,0
235,2010,same,0,0
235,2011,same,0,0
235,2012,same,0,0
235,2013,same,0,0
235,2014,same,0,0
235,2015,same,0,0
235,2016,same,0,0
235,2017,same,0,0
235,2018,same,NA,NA
235,2019,same,NA,NA
260,1968,first year of independence,0,0
260,1969,same,0,0
260,1970,same,0,0
260,1971,same,0,0
260,1972,same,0,0
260,1973,same,0,0
260,1974,same,0,0
260,1975,same,0,0
260,1976,same,0,0
260,1977,same,0,0
260,1978,same,0,0
260,1979,same,0,0
260,1980,same,0,0
260,1981,same,0,0
260,1982,same,0,0
260,1983,same,0,0
260,1984,same,0,0
260,1985,same,0,0
260,1986,same,0,0
260,1987,same,0,0
260,1988,same,0,0
260,1989,same,0,0
260,1990,same,0,0
260,1991,same,0,0
260,1992,same,0,0
260,1993,same,0,0
260,1994,same,0,0
260,1995,same,0,0
260,1996,same,0,0
260,1997,same,0,0
260,1998,same,0,0
260,1999,same,0,0
260,2000,same,0,0
260,2001,same,0,0
260,2002,same,0,0
260,2003,same,0,0
260,2004,same,0,0
260,2005,same,0,0
260,2006,same,0,0
260,2007,same,0,0
260,2008,same,0,0
260,2009,same,0,0
260,2010,same,0,0
260,2011,same,0,0
260,2012,same,0,0
260,2013,same,0,0
260,2014,same,0,0
260,2015,same,0,0
260,2016,same,0,0
260,2017,same,0,0
260,2018,same,NA,NA
260,2019,same,NA,NA
265,1968,first year of independence,0,0
265,1969,same,0,0
265,1970,same,0,0
265,1971,same,0,0
265,1972,same,0,0
265,1973,same,0,0
265,1974,same,0,0
265,1975,same,0,0
265,1976,same,0,0
265,1977,same,0,0
265,1978,same,0,0
265,1979,same,0,0
265,1980,same,0,0
265,1981,same,0,0
265,1982,same,0,0
265,1983,same,0,0
265,1984,same,0,0
265,1985,same,0,0
265,1986,same,0,0
265,1987,same,0,0
265,1988,same,1,0
265,1989,same,0,0
265,1990,up,0,0
290,1968,first year of independence,0,0
290,1969,same,0,0
290,1970,same,0,0
290,1971,same,0,0
290,1972,same,0,0
290,1973,same,0,0
290,1974,same,0,0
290,1975,same,0,0
290,1976,same,0,0
290,1977,same,0,0
290,1978,same,1,0
290,1979,same,1,0
290,1980,up,0,1
290,1981,same,0,1
290,1982,down,1,0
290,1983,same,1,0
290,1984,up,0,0
290,1985,same,0,0
290,1986,same,0,0
290,1987,same,1,0
290,1988,same,1,0
290,1989,up,1,0
290,1990,up,0,0
290,1991,same,0,0
290,1992,same,0,0
290,1993,same,0,0
290,1994,same,0,0
290,1995,same,0,0
290,1996,same,0,0
290,1997,same,0,0
290,1998,same,0,0
290,1999,same,0,0
290,2000,same,0,0
290,2001,same,0,0
290,2002,same,0,0
290,2003,same,0,0
290,2004,same,0,0
290,2005,same,0,0
290,2006,same,0,0
290,2007,same,0,0
290,2008,same,0,0
290,2009,same,0,0
290,2010,same,0,0
290,2011,same,0,0
290,2012,same,0,0
290,2013,same,0,0
290,2014,same,0,0
290,2015,same,0,1
290,2016,same,0,1
290,2017,down,0,0
290,2018,same,NA,NA
290,2019,same,NA,NA
305,1968,first year of independence,0,0
305,1969,same,0,0
305,1970,same,0,0
305,1971,same,0,0
305,1972,same,0,0
305,1973,same,0,0
305,1974,same,0,0
305,1975,same,0,0
305,1976,same,0,0
305,1977,same,0,0
305,1978,same,0,0
305,1979,same,0,0
305,1980,same,0,0
305,1981,same,0,0
305,1982,same,0,0
305,1983,same,0,0
305,1984,same,0,0
305,1985,same,0,0
305,1986,same,0,0
305,1987,same,0,0
305,1988,same,0,0
305,1989,same,0,0
305,1990,same,0,0
305,1991,same,0,0
305,1992,same,0,0
305,1993,same,0,0
305,1994,same,0,0
305,1995,same,0,0
305,1996,same,0,0
305,1997,same,0,0
305,1998,same,0,0
305,1999,same,0,0
305,2000,same,0,0
305,2001,same,0,0
305,2002,same,0,0
305,2003,same,0,0
305,2004,same,0,0
305,2005,same,0,0
305,2006,same,0,0
305,2007,same,0,0
305,2008,same,0,0
305,2009,same,0,0
305,2010,same,0,0
305,2011,same,0,0
305,2012,same,0,0
305,2013,same,0,0
305,2014,same,0,0
305,2015,same,0,0
305,2016,same,0,0
305,2017,same,0,0
305,2018,same,NA,NA
305,2019,same,NA,NA
310,1968,first year of independence,0,0
310,1969,same,0,0
310,1970,same,0,0
310,1971,same,0,0
310,1972,same,0,0
310,1973,same,0,0
310,1974,same,0,0
310,1975,same,0,0
310,1976,same,0,0
310,1977,same,0,0
310,1978,same,0,0
310,1979,same,0,0
310,1980,same,0,0
310,1981,same,0,0
310,1982,same,0,0
310,1983,same,0,0
310,1984,same,1,0
310,1985,same,1,0
310,1986,up,1,0
310,1987,same,1,0
310,1988,up,1,0
310,1989,up,1,0
310,1990,up,0,0
310,1991,same,0,0
310,1992,same,0,0
310,1993,same,0,0
310,1994,same,0,0
310,1995,same,0,0
310,1996,same,0,0
310,1997,same,0,0
310,1998,same,0,0
310,1999,same,0,0
310,2000,same,0,0
310,2001,same,0,0
310,2002,same,0,0
310,2003,same,0,0
310,2004,same,0,0
310,2005,same,0,0
310,2006,same,0,0
310,2007,same,0,0
310,2008,same,0,1
310,2009,same,0,1
310,2010,down,0,0
310,2011,same,0,1
310,2012,same,0,1
310,2013,down,0,1
310,2014,same,0,1
310,2015,down,0,0
310,2016,same,0,1
310,2017,same,0,1
310,2018,down,NA,NA
310,2019,same,NA,NA
315,1968,first year of independence,0,1
315,1969,down,0,1
315,1970,down,0,0
315,1971,same,0,0
315,1972,same,0,0
315,1973,same,0,0
315,1974,same,0,0
315,1975,same,0,0
315,1976,same,0,0
315,1977,same,0,0
315,1978,same,0,0
315,1979,same,0,0
315,1980,same,0,0
315,1981,same,0,0
315,1982,same,0,0
315,1983,same,0,0
315,1984,same,0,0
315,1985,same,0,0
315,1986,same,0,0
315,1987,same,0,0
315,1988,same,1,0
315,1989,same,1,0
315,1990,up,0,0
315,1991,same,0,0
315,1992,same,0,0
316,1993,first year of independence,0,0
316,1994,same,0,0
316,1995,same,0,0
316,1996,same,0,0
316,1997,same,0,0
316,1998,same,0,0
316,1999,same,0,0
316,2000,same,0,0
316,2001,same,0,0
316,2002,same,0,0
316,2003,same,0,0
316,2004,same,0,0
316,2005,same,0,0
316,2006,same,0,0
316,2007,same,0,0
316,2008,same,0,0
316,2009,same,0,0
316,2010,same,0,0
316,2011,same,0,0
316,2012,same,0,0
316,2013,same,0,0
316,2014,same,0,0
316,2015,same,0,0
316,2016,same,0,0
316,2017,same,0,0
316,2018,same,NA,NA
316,2019,same,NA,NA
317,1993,first year of independence,0,0
317,1994,same,0,0
317,1995,same,0,0
317,1996,same,0,0
317,1997,same,1,0
317,1998,same,1,0
317,1999,up,0,0
317,2000,same,0,0
317,2001,same,0,0
317,2002,same,0,0
317,2003,same,0,0
317,2004,same,0,0
317,2005,same,0,0
317,2006,same,0,0
317,2007,same,0,0
317,2008,same,0,0
317,2009,same,0,0
317,2010,same,0,0
317,2011,same,0,0
317,2012,same,0,0
317,2013,same,0,0
317,2014,same,0,0
317,2015,same,0,0
317,2016,same,0,0
317,2017,same,0,0
317,2018,same,NA,NA
317,2019,same,NA,NA
325,1968,first year of independence,0,0
325,1969,same,0,0
325,1970,same,0,0
325,1971,same,0,0
325,1972,same,0,0
325,1973,same,0,0
325,1974,same,0,0
325,1975,same,0,0
325,1976,same,0,0
325,1977,same,0,0
325,1978,same,0,0
325,1979,same,0,0
325,1980,same,0,0
325,1981,same,0,0
325,1982,same,0,0
325,1983,same,0,0
325,1984,same,0,0
325,1985,same,0,0
325,1986,same,0,0
325,1987,same,0,0
325,1988,same,0,0
325,1989,same,0,0
325,1990,same,0,0
325,1991,same,0,0
325,1992,same,0,0
325,1993,same,0,0
325,1994,same,0,0
325,1995,same,0,0
325,1996,same,0,0
325,1997,same,0,0
325,1998,same,0,0
325,1999,same,0,0
325,2000,same,0,0
325,2001,same,0,0
325,2002,same,0,0
325,2003,same,0,0
325,2004,same,0,0
325,2005,same,0,0
325,2006,same,0,0
325,2007,same,0,0
325,2008,same,0,0
325,2009,same,0,0
325,2010,same,0,0
325,2011,same,0,0
325,2012,same,0,0
325,2013,same,0,0
325,2014,same,0,0
325,2015,same,0,0
325,2016,same,0,0
325,2017,same,0,0
325,2018,same,NA,NA
325,2019,same,NA,NA
339,1968,first year of independence,0,0
339,1969,same,0,0
339,1970,same,0,0
339,1971,same,0,0
339,1972,same,0,0
339,1973,same,0,0
339,1974,same,0,0
339,1975,same,0,0
339,1976,same,0,0
339,1977,same,0,0
339,1978,same,0,0
339,1979,same,0,0
339,1980,same,0,0
339,1981,same,0,0
339,1982,same,0,0
339,1983,same,0,0
339,1984,same,0,0
339,1985,same,0,0
339,1986,same,0,0
339,1987,same,0,0
339,1988,same,1,0
339,1989,same,1,0
339,1990,up,1,0
339,1991,up,0,0
339,1992,same,0,0
339,1993,same,0,0
339,1994,same,0,0
339,1995,same,0,0
339,1996,same,0,0
339,1997,same,0,0
339,1998,same,0,0
339,1999,same,0,0
339,2000,same,0,0
339,2001,same,0,0
339,2002,same,0,0
339,2003,same,0,0
339,2004,same,0,0
339,2005,same,0,0
339,2006,same,0,0
339,2007,same,0,0
339,2008,same,0,0
339,2009,same,0,0
339,2010,same,0,0
339,2011,same,0,1
339,2012,same,0,1
339,2013,down,0,0
339,2014,same,0,0
339,2015,same,1,0
339,2016,same,1,1
339,2017,up,0,1
339,2018,down,NA,NA
339,2019,down,NA,NA
340,2006,first year of independence,0,0
340,2007,same,0,0
340,2008,same,0,0
340,2009,same,0,0
340,2010,same,0,0
340,2011,same,0,0
340,2012,same,0,1
340,2013,same,0,1
340,2014,down,0,1
340,2015,down,0,1
340,2016,same,0,1
340,2017,down,0,1
340,2018,down,NA,NA
340,2019,same,NA,NA
341,2006,first year of independence,0,0
341,2007,same,0,0
341,2008,same,0,0
341,2009,same,0,0
341,2010,same,0,0
341,2011,same,0,0
341,2012,same,0,0
341,2013,same,0,0
341,2014,same,0,0
341,2015,same,0,0
341,2016,same,0,0
341,2017,same,0,0
341,2018,same,NA,NA
341,2019,same,NA,NA
343,1991,first year of independence,0,0
343,1992,same,0,0
343,1993,same,1,0
343,1994,same,1,0
343,1995,up,0,0
343,1996,same,0,0
343,1997,same,0,0
343,1998,same,0,0
343,1999,same,0,0
343,2000,same,1,0
343,2001,same,1,0
343,2002,up,0,0
343,2003,same,0,0
343,2004,same,0,0
343,2005,same,0,0
343,2006,same,0,0
343,2007,same,0,0
343,2008,same,0,0
343,2009,same,0,0
343,2010,same,0,1
343,2011,same,0,1
343,2012,down,0,0
343,2013,same,0,0
343,2014,same,0,0
343,2015,same,1,0
343,2016,same,1,0
343,2017,up,0,0
343,2018,same,NA,NA
343,2019,same,NA,NA
344,1992,first year of independence,0,0
344,1993,same,0,0
344,1994,same,0,0
344,1995,same,0,0
344,1996,same,0,0
344,1997,same,0,0
344,1998,same,1,0
344,1999,same,1,0
344,2000,up,0,0
344,2001,same,0,0
344,2002,same,0,0
344,2003,same,0,0
344,2004,same,0,0
344,2005,same,0,0
344,2006,same,0,0
344,2007,same,0,0
344,2008,same,0,0
344,2009,same,0,0
344,2010,same,0,0
344,2011,same,0,0
344,2012,same,0,0
344,2013,same,0,0
344,2014,same,0,1
344,2015,same,0,1
344,2016,down,0,1
344,2017,down,0,0
344,2018,same,NA,NA
344,2019,same,NA,NA
345,1968,first year of independence,0,0
345,1969,same,0,0
345,1970,same,0,0
345,1971,same,0,0
345,1972,same,0,0
345,1973,same,0,0
345,1974,same,0,0
345,1975,same,0,0
345,1976,same,0,0
345,1977,same,0,0
345,1978,same,0,0
345,1979,same,1,0
345,1980,same,1,0
345,1981,up,0,0
345,1982,same,0,0
345,1983,same,0,0
345,1984,same,0,0
345,1985,same,0,0
345,1986,same,0,0
345,1987,same,0,0
345,1988,same,1,0
345,1989,same,1,0
345,1990,up,1,1
345,1991,up,0,1
345,1992,down,0,0
345,1993,same,0,0
345,1994,same,0,0
345,1995,same,0,0
345,1996,same,0,0
345,1997,same,0,0
345,1998,same,1,0
345,1999,same,1,0
345,2000,up,1,0
345,2001,up,0,0
345,2002,same,0,0
345,2003,same,0,0
345,2004,same,0,0
345,2005,same,0,0
346,1992,first year of independence,0,0
346,1993,same,0,0
346,1994,same,1,0
346,1995,same,1,0
346,1996,up,0,0
346,1997,same,0,0
346,1998,same,0,0
346,1999,same,0,0
346,2000,same,0,0
346,2001,same,0,0
346,2002,same,0,0
346,2003,same,0,0
346,2004,same,0,0
346,2005,same,0,0
346,2006,same,0,0
346,2007,same,0,0
346,2008,same,0,0
346,2009,same,0,0
346,2010,same,0,0
346,2011,same,0,0
346,2012,same,0,0
346,2013,same,0,0
346,2014,same,0,0
346,2015,same,0,0
346,2016,same,0,0
346,2017,same,0,0
346,2018,same,NA,NA
346,2019,same,NA,NA
347,2008,first year of independence,0,0
347,2009,same,0,0
347,2010,same,0,0
347,2011,same,0,0
347,2012,same,0,0
347,2013,same,0,0
347,2014,same,0,0
347,2015,same,0,0
347,2016,same,0,0
347,2017,same,0,0
347,2018,same,NA,NA
347,2019,same,NA,NA
349,1992,first year of independence,0,0
349,1993,same,0,0
349,1994,same,0,0
349,1995,same,0,0
349,1996,same,0,0
349,1997,same,0,0
349,1998,same,0,0
349,1999,same,0,0
349,2000,same,0,0
349,2001,same,0,0
349,2002,same,0,0
349,2003,same,0,0
349,2004,same,0,0
349,2005,same,0,0
349,2006,same,0,0
349,2007,same,1,0
349,2008,same,1,0
349,2009,up,0,0
349,2010,same,0,0
349,2011,same,0,0
349,2012,same,0,0
349,2013,same,0,0
349,2014,same,0,0
349,2015,same,0,0
349,2016,same,0,0
349,2017,same,0,1
349,2018,same,NA,NA
349,2019,down,NA,NA
350,1968,first year of independence,0,0
350,1969,same,0,0
350,1970,same,0,0
350,1971,same,0,0
350,1972,same,1,0
350,1973,same,1,0
350,1974,up,1,0
350,1975,up,1,0
350,1976,up,0,0
350,1977,same,0,0
350,1978,same,0,0
350,1979,same,0,0
350,1980,same,0,0
350,1981,same,0,0
350,1982,same,0,0
350,1983,same,0,0
350,1984,same,0,0
350,1985,same,0,0
350,1986,same,0,0
350,1987,same,0,0
350,1988,same,0,0
350,1989,same,0,0
350,1990,same,0,0
350,1991,same,0,0
350,1992,same,0,0
350,1993,same,0,0
350,1994,same,0,0
350,1995,same,0,0
350,1996,same,0,0
350,1997,same,0,0
350,1998,same,0,0
350,1999,same,0,0
350,2000,same,0,0
350,2001,same,0,0
350,2002,same,0,0
350,2003,same,0,0
350,2004,same,0,0
350,2005,same,0,0
350,2006,same,0,0
350,2007,same,0,0
350,2008,same,0,0
350,2009,same,0,0
350,2010,same,0,0
350,2011,same,0,0
350,2012,same,0,0
350,2013,same,0,0
350,2014,same,0,0
350,2015,same,0,0
350,2016,same,0,0
350,2017,same,0,0
350,2018,same,NA,NA
350,2019,same,NA,NA
352,1968,first year of independence,0,0
352,1969,same,0,0
352,1970,same,0,0
352,1971,same,0,0
352,1972,same,0,0
352,1973,same,0,0
352,1974,same,0,0
352,1975,same,0,0
352,1976,same,0,0
352,1977,same,0,0
352,1978,same,0,0
352,1979,same,0,0
352,1980,same,0,0
352,1981,same,0,0
352,1982,same,0,0
352,1983,same,0,0
352,1984,same,0,0
352,1985,same,0,0
352,1986,same,0,0
352,1987,same,0,0
352,1988,same,0,0
352,1989,same,0,0
352,1990,same,0,0
352,1991,same,0,0
352,1992,same,0,0
352,1993,same,0,0
352,1994,same,0,0
352,1995,same,0,0
352,1996,same,0,0
352,1997,same,0,0
352,1998,same,0,0
352,1999,same,0,0
352,2000,same,0,0
352,2001,same,0,0
352,2002,same,0,0
352,2003,same,0,0
352,2004,same,0,0
352,2005,same,0,0
352,2006,same,0,0
352,2007,same,0,0
352,2008,same,0,0
352,2009,same,0,0
352,2010,same,0,0
352,2011,same,0,0
352,2012,same,0,0
352,2013,same,0,0
352,2014,same,0,0
352,2015,same,0,0
352,2016,same,0,0
352,2017,same,0,0
352,2018,same,NA,NA
352,2019,same,NA,NA
355,1968,first year of independence,0,0
355,1969,same,0,0
355,1970,same,0,0
355,1971,same,0,0
355,1972,same,0,0
355,1973,same,0,0
355,1974,same,0,0
355,1975,same,0,0
355,1976,same,0,0
355,1977,same,0,0
355,1978,same,0,0
355,1979,same,0,0
355,1980,same,0,0
355,1981,same,0,0
355,1982,same,0,0
355,1983,same,0,0
355,1984,same,0,0
355,1985,same,0,0
355,1986,same,0,0
355,1987,same,0,0
355,1988,same,1,0
355,1989,same,1,0
355,1990,up,0,0
355,1991,same,0,0
355,1992,same,0,0
355,1993,same,0,0
355,1994,same,0,0
355,1995,same,0,0
355,1996,same,0,0
355,1997,same,0,0
355,1998,same,0,0
355,1999,same,0,0
355,2000,same,0,0
355,2001,same,0,0
355,2002,same,0,0
355,2003,same,0,0
355,2004,same,0,0
355,2005,same,0,0
355,2006,same,0,0
355,2007,same,0,0
355,2008,same,0,0
355,2009,same,0,0
355,2010,same,0,0
355,2011,same,0,0
355,2012,same,0,0
355,2013,same,0,0
355,2014,same,0,0
355,2015,same,0,1
355,2016,same,0,1
355,2017,down,0,0
355,2018,same,NA,NA
355,2019,same,NA,NA
359,1991,first year of independence,0,0
359,1992,same,0,0
359,1993,same,0,0
359,1994,same,0,0
359,1995,same,0,0
359,1996,same,0,0
359,1997,same,0,0
359,1998,same,0,0
359,1999,same,0,1
359,2000,same,0,1
359,2001,down,0,0
359,2002,same,0,0
359,2003,same,0,0
359,2004,same,0,0
359,2005,same,0,0
359,2006,same,0,0
359,2007,same,0,0
359,2008,same,1,0
359,2009,same,1,0
359,2010,up,0,0
359,2011,same,0,1
359,2012,same,0,1
359,2013,down,0,0
359,2014,same,0,1
359,2015,same,0,1
359,2016,down,0,0
359,2017,same,0,0
359,2018,same,NA,NA
359,2019,same,NA,NA
360,1968,first year of independence,0,0
360,1969,same,0,0
360,1970,same,0,0
360,1971,same,0,0
360,1972,same,0,0
360,1973,same,0,0
360,1974,same,0,0
360,1975,same,0,0
360,1976,same,0,0
360,1977,same,0,0
360,1978,same,0,0
360,1979,same,0,0
360,1980,same,0,0
360,1981,same,0,0
360,1982,same,0,0
360,1983,same,0,0
360,1984,same,0,0
360,1985,same,0,0
360,1986,same,0,0
360,1987,same,0,0
360,1988,same,1,0
360,1989,same,1,0
360,1990,up,0,0
360,1991,same,0,0
360,1992,same,0,0
360,1993,same,0,0
360,1994,same,0,0
360,1995,same,0,0
360,1996,same,0,0
360,1997,same,0,0
360,1998,same,0,0
360,1999,same,0,0
360,2000,same,0,0
360,2001,same,0,0
360,2002,same,0,0
360,2003,same,0,0
360,2004,same,0,0
360,2005,same,0,0
360,2006,same,0,0
360,2007,same,0,0
360,2008,same,0,0
360,2009,same,0,0
360,2010,same,0,0
360,2011,same,0,0
360,2012,same,0,0
360,2013,same,0,0
360,2014,same,0,0
360,2015,same,0,1
360,2016,same,0,1
360,2017,down,1,0
360,2018,same,NA,NA
360,2019,up,NA,NA
365,1968,first year of independence,0,0
365,1969,same,0,0
365,1970,same,0,0
365,1971,same,0,0
365,1972,same,0,0
365,1973,same,0,0
365,1974,same,0,0
365,1975,same,0,0
365,1976,same,0,0
365,1977,same,0,0
365,1978,same,0,0
365,1979,same,0,0
365,1980,same,0,0
365,1981,same,0,0
365,1982,same,0,0
365,1983,same,0,0
365,1984,same,0,0
365,1985,same,1,0
365,1986,same,1,0
365,1987,up,1,0
365,1988,same,1,0
365,1989,up,1,0
365,1990,up,1,0
365,1991,same,1,0
365,1992,up,0,0
365,1993,same,0,0
365,1994,same,0,0
365,1995,same,0,0
365,1996,same,0,0
365,1997,same,0,0
365,1998,same,0,1
365,1999,same,0,1
365,2000,down,0,1
365,2001,down,0,0
365,2002,same,0,0
365,2003,same,0,0
365,2004,same,0,0
365,2005,same,0,0
365,2006,same,0,0
365,2007,same,0,0
365,2008,same,0,0
365,2009,same,0,0
365,2010,same,0,0
365,2011,same,0,1
365,2012,same,0,1
365,2013,down,0,1
365,2014,same,0,1
365,2015,down,0,0
365,2016,same,0,0
365,2017,same,0,0
365,2018,same,NA,NA
365,2019,same,NA,NA
366,1991,first year of independence,0,0
366,1992,same,0,0
366,1993,same,0,0
366,1994,same,0,0
366,1995,same,0,0
366,1996,same,0,0
366,1997,same,0,0
366,1998,same,0,0
366,1999,same,0,0
366,2000,same,0,0
366,2001,same,0,0
366,2002,same,0,0
366,2003,same,0,0
366,2004,same,0,0
366,2005,same,0,0
366,2006,same,0,0
366,2007,same,0,0
366,2008,same,0,0
366,2009,same,0,0
366,2010,same,0,0
366,2011,same,0,0
366,2012,same,0,0
366,2013,same,0,0
366,2014,same,0,0
366,2015,same,0,0
366,2016,same,0,0
366,2017,same,0,0
366,2018,same,NA,NA
366,2019,same,NA,NA
367,1991,first year of independence,0,0
367,1992,same,0,0
367,1993,same,0,0
367,1994,same,0,0
367,1995,same,0,0
367,1996,same,0,0
367,1997,same,0,0
367,1998,same,0,0
367,1999,same,0,0
367,2000,same,0,0
367,2001,same,0,0
367,2002,same,0,0
367,2003,same,0,0
367,2004,same,0,0
367,2005,same,0,0
367,2006,same,0,0
367,2007,same,0,0
367,2008,same,0,0
367,2009,same,0,0
367,2010,same,0,0
367,2011,same,0,0
367,2012,same,0,0
367,2013,same,0,0
367,2014,same,0,0
367,2015,same,0,0
367,2016,same,0,0
367,2017,same,0,0
367,2018,same,NA,NA
367,2019,same,NA,NA
368,1991,first year of independence,0,0
368,1992,same,0,0
368,1993,same,0,0
368,1994,same,0,0
368,1995,same,0,0
368,1996,same,0,0
368,1997,same,0,0
368,1998,same,0,0
368,1999,same,0,0
368,2000,same,0,0
368,2001,same,0,0
368,2002,same,0,0
368,2003,same,0,0
368,2004,same,0,0
368,2005,same,0,0
368,2006,same,0,0
368,2007,same,0,0
368,2008,same,0,0
368,2009,same,0,0
368,2010,same,0,0
368,2011,same,0,0
368,2012,same,0,0
368,2013,same,0,0
368,2014,same,0,0
368,2015,same,0,0
368,2016,same,0,0
368,2017,same,0,0
368,2018,same,NA,NA
368,2019,same,NA,NA
369,1991,first year of independence,1,0
369,1992,up,0,0
369,1993,same,0,0
369,1994,same,0,0
369,1995,same,0,0
369,1996,same,0,1
369,1997,same,0,1
369,1998,down,0,1
369,1999,same,0,1
369,2000,down,0,0
369,2001,same,0,0
369,2002,same,0,0
369,2003,same,1,0
369,2004,same,1,0
369,2005,up,0,0
369,2006,same,0,0
369,2007,same,0,0
369,2008,same,0,1
369,2009,same,0,1
369,2010,down,0,0
369,2011,same,0,0
369,2012,same,0,1
369,2013,same,0,1
369,2014,down,0,0
369,2015,same,0,0
369,2016,same,0,0
369,2017,same,0,0
369,2018,same,NA,NA
369,2019,same,NA,NA
370,1991,first year of independence,1,0
370,1992,up,0,0
370,1993,same,0,1
370,1994,same,0,1
370,1995,down,0,1
370,1996,down,0,1
370,1997,down,0,1
370,1998,down,0,1
370,1999,down,0,0
370,2000,same,0,0
370,2001,same,0,0
370,2002,same,0,0
370,2003,same,0,0
370,2004,same,0,0
370,2005,same,0,0
370,2006,same,0,0
370,2007,same,0,0
370,2008,same,0,0
370,2009,same,0,0
370,2010,same,0,0
370,2011,same,1,0
370,2012,same,1,0
370,2013,up,0,0
370,2014,same,0,0
370,2015,same,0,0
370,2016,same,0,0
370,2017,same,0,0
370,2018,same,NA,NA
370,2019,same,NA,NA
371,1991,first year of independence,0,0
371,1992,same,0,0
371,1993,same,0,0
371,1994,same,0,0
371,1995,same,0,0
371,1996,same,0,0
371,1997,same,0,0
371,1998,same,0,0
371,1999,same,0,0
371,2000,same,0,0
371,2001,same,0,0
371,2002,same,0,0
371,2003,same,0,0
371,2004,same,0,0
371,2005,same,0,0
371,2006,same,0,0
371,2007,same,0,0
371,2008,same,0,0
371,2009,same,0,0
371,2010,same,0,0
371,2011,same,0,0
371,2012,same,0,0
371,2013,same,0,0
371,2014,same,0,0
371,2015,same,0,0
371,2016,same,1,0
371,2017,same,1,0
371,2018,up,NA,NA
371,2019,up,NA,NA
372,1991,first year of independence,1,0
372,1992,up,0,0
372,1993,same,0,0
372,1994,same,1,0
372,1995,same,1,0
372,1996,up,0,0
372,1997,same,0,0
372,1998,same,0,0
372,1999,same,0,0
372,2000,same,0,0
372,2001,same,0,0
372,2002,same,1,0
372,2003,same,1,0
372,2004,up,0,0
372,2005,same,0,0
372,2006,same,0,0
372,2007,same,0,0
372,2008,same,0,0
372,2009,same,0,0
372,2010,same,0,0
372,2011,same,1,0
372,2012,same,1,0
372,2013,up,0,0
372,2014,same,0,0
372,2015,same,0,1
372,2016,same,0,1
372,2017,down,0,0
372,2018,same,NA,NA
372,2019,same,NA,NA
373,1991,first year of independence,1,0
373,1992,up,0,1
373,1993,same,0,1
373,1994,down,0,0
373,1995,same,0,0
373,1996,same,0,0
373,1997,same,0,0
373,1998,same,0,0
373,1999,same,0,0
373,2000,same,0,0
373,2001,same,0,0
373,2002,same,0,0
373,2003,same,0,0
373,2004,same,0,0
373,2005,same,0,0
373,2006,same,0,0
373,2007,same,0,0
373,2008,same,0,0
373,2009,same,0,0
373,2010,same,0,0
373,2011,same,0,0
373,2012,same,0,0
373,2013,same,0,0
373,2014,same,0,0
373,2015,same,0,0
373,2016,same,0,0
373,2017,same,0,0
373,2018,same,NA,NA
373,2019,same,NA,NA
375,1968,first year of independence,0,0
375,1969,same,0,0
