gwcode,internal_confl,internal_confl_major,internal_confl_minor,internal_confl_part,internal_confl_part_major,internal_confl_part_minor,war,war_major,war_minor,any_conflict,any_conflict_major,any_conflict_minor,ext_conf,ext_conf_major,ext_conf_minor,year
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949
2,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1950
2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1951
2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1952
2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1953
2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1954
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1958
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1961
2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1962
2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1963
2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1964
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1965
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1966
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1967
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1968
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1969
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1970
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1971
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1972
2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1973
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
2,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1983
2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1984
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1989
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1991
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1999
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2001
2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,2002
2,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,2003
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2004
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,2005
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,2006
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,2007
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,2008
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2009
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2010
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2011
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,2012
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2013
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2014
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2015
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2016
2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2017
2,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2018
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949
20,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1950
20,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1951
20,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1952
20,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1953
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
20,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1991
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1999
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2001
20,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2002
20,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2003
20,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2004
20,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2005
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2006
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2007
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2008
20,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2009
20,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2010
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2011
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2012
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2013
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2014
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2015
20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2016
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
20,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2018
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952
40,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1953
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955
40,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1956
40,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1957
40,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1958
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
40,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1961
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1975
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1976
40,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1977
40,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1978
40,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1979
40,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1980
40,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1981
40,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1982
40,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1983
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1984
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1985
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1986
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1987
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1988
40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1989
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
41,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1989
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
41,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1991
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
41,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,2004
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964
42,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1965
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
