gwcode,year,infmort
225,1972,13.6
225,1973,12.8
225,1974,12
225,1975,11.2
225,1976,10.4
225,1977,9.8
225,1978,9.2
225,1979,8.8
225,1980,8.4
225,1981,8
225,1982,7.8
225,1983,7.6
225,1984,7.4
225,1985,7.3
225,1986,7.2
225,1987,7.1
225,1988,7
225,1989,6.8
225,1990,6.6
225,1991,6.4
225,1992,6.1
225,1993,5.8
225,1994,5.5
225,1995,5.2
225,1996,5
225,1997,4.9
225,1998,4.8
225,1999,4.7
225,2000,4.7
225,2001,4.6
225,2002,4.6
225,2003,4.5
225,2004,4.4
225,2005,4.3
225,2006,4.2
225,2007,4.1
225,2008,4
225,2009,4
225,2010,3.9
225,2011,3.9
225,2012,3.9
225,2013,3.8
225,2014,3.8
225,2015,3.8
225,2016,3.8
225,2017,3.7
230,1970,20.5
230,1971,18.7
230,1972,17.3
230,1973,16.4
230,1974,16.1
230,1975,16.3
230,1976,16.4
230,1977,15.9
230,1978,14.8
230,1979,13.6
230,1980,12.4
230,1981,11.3
230,1982,10.7
230,1983,10.1
230,1984,9.6
230,1985,9.2
230,1986,8.8
230,1987,8.4
230,1988,8.1
230,1989,7.7
230,1990,7.5
230,1991,7.1
230,1992,6.8
230,1993,6.4
230,1994,6
230,1995,5.5
230,1996,5.1
230,1997,4.9
230,1998,4.6
230,1999,4.5
230,2000,4.3
230,2001,4.3
230,2002,4.2
230,2003,4
230,2004,4
230,2005,3.8
230,2006,3.7
230,2007,3.6
230,2008,3.4
230,2009,3.3
230,2010,3.1
230,2011,3.1
230,2012,3
230,2013,2.9
230,2014,2.8
230,2015,2.7
230,2016,2.6
230,2017,2.6
235,1970,55.7
235,1971,51.7
235,1972,47.3
235,1973,43.3
235,1974,39.5
235,1975,36
235,1976,32.6
235,1977,29.5
235,1978,26.8
235,1979,24.6
235,1980,22.8
235,1981,21.2
235,1982,19.9
235,1983,18.7
235,1984,17.6
235,1985,16.5
235,1986,15.5
235,1987,14.5
235,1988,13.5
235,1989,12.5
235,1990,11.5
235,1991,10.6
235,1992,9.7
235,1993,8.8
235,1994,8.1
235,1995,7.4
235,1996,7
235,1997,6.6
235,1998,6.3
235,1999,5.9
235,2000,5.5
235,2001,5.2
235,2002,4.7
235,2003,4.3
235,2004,4
235,2005,3.7
235,2006,3.4
235,2007,3.3
235,2008,3.2
235,2009,3.2
235,2010,3.1
235,2011,3.1
235,2012,3
235,2013,3
235,2014,3
235,2015,3
235,2016,3.1
235,2017,3.1
260,1970,11.6755126769513
260,1971,11.32462942345586
260,1972,10.984291236459008
260,1973,10.654181205916299
260,1974,10.333991945855644
260,1975,10.023425308151104
260,1976,9.722192104898657
260,1977,9.430011839135352
260,1978,9.146612443651133
260,1979,8.871730027650175
260,1980,8.605108631025736
260,1981,8.3464999860198
260,1982,8.09566328604553
260,1983,7.85236496145727
260,1984,7.616378462059354
260,1985,7.38748404615112
260,1986,7.165468575911743
260,1987,6.950125318934375
260,1988,6.74125375572474
260,1989,6.538659392984972
260,1990,7
260,1991,6.5
260,1992,6.2
260,1993,5.9
260,1994,5.5
260,1995,5.3
260,1996,5.1
260,1997,4.8
260,1998,4.6
260,1999,4.5
260,2000,4.4
260,2001,4.3
260,2002,4.2
260,2003,4.1
260,2004,4
260,2005,3.9
260,2006,3.8
260,2007,3.7
260,2008,3.6
260,2009,3.6
260,2010,3.5
260,2011,3.4
260,2012,3.3
260,2013,3.3
260,2014,3.3
260,2015,3.3
260,2016,3.2
260,2017,3.1
265,1970,21.11872100830078
265,1971,21.759153366088867
265,1972,20.713912963867188
265,1973,18.774967193603516
265,1974,19.590036392211914
265,1975,19.092172622680664
265,1976,15.792856216430664
265,1977,16.864084243774414
265,1978,15.946205139160156
265,1979,15.879369735717773
265,1980,15.30254077911377
265,1981,14.260381698608398
265,1982,13.556851387023926
265,1983,14.631950378417969
265,1984,12.095853805541992
265,1985,11.017195701599121
265,1986,10.776239395141602
265,1987,10.596569061279297
265,1988,8.074758529663086
265,1989,10.639569282531738
265,1990,8.732157707214355
290,1970,32.1
290,1971,30.6
290,1972,28.7
290,1973,26.9
290,1974,25.5
290,1975,24.6
290,1976,23.8
290,1977,23.1
290,1978,22.4
290,1979,21.8
290,1980,21.1
290,1981,20.5
290,1982,20
290,1983,19.2
290,1984,18.6
290,1985,17.8
290,1986,17.2
290,1987,16.6
290,1988,16
290,1989,15.6
290,1990,15.1
290,1991,14.8
290,1992,14.4
290,1993,14
290,1994,13.3
290,1995,12.5
290,1996,11.6
290,1997,10.4
290,1998,9.4
290,1999,8.6
290,2000,8.1
290,2001,7.6
290,2002,7.3
290,2003,7
290,2004,6.7
290,2005,6.6
290,2006,6.3
290,2007,6
290,2008,5.8
290,2009,5.4
290,2010,5.2
290,2011,4.8
290,2012,4.6
290,2013,4.5
290,2014,4.3
290,2015,4.2
290,2016,4.1
290,2017,4
305,1970,25.1
305,1971,24.7
305,1972,24.1
305,1973,23
305,1974,21.5
305,1975,19.8
305,1976,18.1
305,1977,16.6
305,1978,15.5
305,1979,14.6
305,1980,13.9
305,1981,13.2
305,1982,12.6
305,1983,11.9
305,1984,11.3
305,1985,10.7
305,1986,10.1
305,1987,9.4
305,1988,8.9
305,1989,8.4
305,1990,8
305,1991,7.6
305,1992,7.2
305,1993,6.7
305,1994,6.2
305,1995,5.7
305,1996,5.3
305,1997,5
305,1998,4.8
305,1999,4.7
305,2000,4.6
305,2001,4.5
305,2002,4.4
305,2003,4.3
305,2004,4.2
305,2005,4.1
305,2006,3.9
305,2007,3.8
305,2008,3.8
305,2009,3.7
305,2010,3.6
305,2011,3.5
305,2012,3.3
305,2013,3.2
305,2014,3.1
305,2015,3
305,2016,3
305,2017,2.9
310,1970,35.1
310,1971,34.7
310,1972,34.5
310,1973,34.6
310,1974,34.3
310,1975,32.6
310,1976,29.5
310,1977,26.4
310,1978,24.2
310,1979,22.8
310,1980,21.6
310,1981,20.4
310,1982,19.7
310,1983,19.6
310,1984,19.8
310,1985,19.6
310,1986,18.6
310,1987,17.4
310,1988,16.4
310,1989,15.8
310,1990,15.2
310,1991,14.6
310,1992,13.7
310,1993,12.7
310,1994,11.6
310,1995,10.8
310,1996,10.3
310,1997,9.9
310,1998,9.6
310,1999,9.2
310,2000,8.7
310,2001,8.1
310,2002,7.6
310,2003,7.2
310,2004,6.8
310,2005,6.4
310,2006,6.1
310,2007,5.8
310,2008,5.5
310,2009,5.3
310,2010,5.1
310,2011,4.9
310,2012,4.8
310,2013,4.7
310,2014,4.5
310,2015,4.3
310,2016,4.1
310,2017,3.8
315,1970,19.03982432521236
315,1971,18.465525551427255
315,1972,17.90854936822584
315,1973,17.368373273805528
315,1974,16.844490526600755
315,1975,16.33640966990652
315,1976,15.843654070840667
315,1977,15.365761473212526
315,1978,14.9022835638783
315,1979,14.452785552176566
315,1980,14.016845762049249
315,1981,13.4
315,1982,13
315,1983,12.7
315,1984,12.4
315,1985,12.3
315,1986,12
315,1987,11.5
315,1988,11.1
315,1989,10.7
315,1990,10.3
315,1991,9.9
315,1992,9.3
316,1993,8.6
316,1994,7.9
316,1995,7.1
316,1996,6.4
316,1997,5.8
316,1998,5.2
316,1999,4.8
316,2000,4.5
316,2001,4.3
316,2002,4.1
316,2003,3.9
316,2004,3.7
316,2005,3.5
316,2006,3.4
316,2007,3.2
316,2008,3
316,2009,2.8
316,2010,2.7
316,2011,2.6
316,2012,2.5
316,2013,2.5
316,2014,2.5
316,2015,2.5
316,2016,2.6
316,2017,2.6
317,1993,11.1
317,1994,10.6
317,1995,10.2
317,1996,9.7
317,1997,9.3
317,1998,8.9
317,1999,8.6
317,2000,8.2
317,2001,7.9
317,2002,7.6
317,2003,7.3
317,2004,7.1
317,2005,6.8
317,2006,6.6
317,2007,6.4
317,2008,6.1
317,2009,6
317,2010,5.8
317,2011,5.6
317,2012,5.5
317,2013,5.3
317,2014,5.1
317,2015,5
317,2016,4.8
317,2017,4.6
325,1970,29.7
325,1971,28.2
325,1972,26.4
325,1973,24.5
325,1974,22.5
325,1975,20.5
325,1976,18.8
325,1977,17.3
325,1978,16.1
325,1979,15.1
325,1980,14.2
325,1981,13.4
325,1982,12.6
325,1983,11.9
325,1984,11.2
325,1985,10.5
325,1986,9.9
325,1987,9.4
325,1988,9
325,1989,8.7
325,1990,8.4
325,1991,8.1
325,1992,7.7
325,1993,7.3
325,1994,6.8
325,1995,6.4
325,1996,6
325,1997,5.6
325,1998,5.3
325,1999,5
325,2000,4.7
325,2001,4.5
325,2002,4.3
325,2003,4.1
325,2004,3.9
325,2005,3.8
325,2006,3.7
325,2007,3.6
325,2008,3.5
325,2009,3.4
325,2010,3.4
325,2011,3.3
325,2012,3.2
325,2013,3.1
325,2014,3
325,2015,3
325,2016,2.9
325,2017,2.9
339,1970,114.32393570749997
339,1971,107.90485822911802
339,1972,101.84620007516261
339,1973,96.12772436738159
339,1974,90.73033049079658
339,1975,85.63599029462175
339,1976,80.82768787538417
339,1977,76.28936274110936
339,1978,75.7
339,1979,70.2
339,1980,65
339,1981,60.3
339,1982,56.1
339,1983,52.3
339,1984,48.9
339,1985,45.7
339,1986,42.9
339,1987,40.5
339,1988,38.3
339,1989,36.4
339,1990,34.8
339,1991,33.4
339,1992,32.1
339,1993,30.9
339,1994,29.7
339,1995,28.5
339,1996,27.2
339,1997,25.9
339,1998,24.5
339,1999,23.2
339,2000,21.8
339,2001,20.4
339,2002,19.1
339,2003,17.8
339,2004,16.6
339,2005,15.4
339,2006,14.3
339,2007,13.3
339,2008,12.3
339,2009,11.5
339,2010,10.7
339,2011,10.1
339,2012,9.5
339,2013,9
339,2014,8.6
339,2015,8.3
339,2016,8.1
339,2017,7.8
340,2006,7.3
340,2007,7
340,2008,6.9
340,2009,6.8
340,2010,6.6
340,2011,6.5
340,2012,6.2
340,2013,6
340,2014,5.8
340,2015,5.5
340,2016,5.2
340,2017,5
341,2006,8.9
341,2007,8.2
341,2008,7.5
341,2009,6.7
341,2010,6.2
341,2011,5.6
341,2012,5.1
341,2013,4.6
341,2014,4.2
341,2015,3.8
341,2016,3.5
341,2017,3.2
343,1993,27.8
343,1994,25
343,1995,22.1
343,1996,19.6
343,1997,17.6
343,1998,16.1
343,1999,15.1
343,2000,14.3
343,2001,13.6
343,2002,13
343,2003,12.6
343,2004,12.4
343,2005,12.2
343,2006,11.6
343,2007,10.9
343,2008,10.2
343,2009,9.6
343,2010,9.2
343,2011,9.1
343,2012,9.2
343,2013,9.5
343,2014,10
343,2015,10.7
343,2016,11.4
343,2017,12
344,1992,9.9
344,1993,9.5
344,1994,9
344,1995,8.7
344,1996,8.3
344,1997,8.1
344,1998,7.7
344,1999,7.4
344,2000,7.2
344,2001,6.9
344,2002,6.6
344,2003,6.4
344,2004,6
344,2005,5.8
344,2006,5.5
344,2007,5.3
344,2008,5.1
344,2009,4.9
344,2010,4.7
344,2011,4.5
344,2012,4.5
344,2013,4.3
344,2014,4.2
344,2015,4.1
344,2016,4
344,2017,3.9
345,1970,NA
345,1971,NA
345,1972,NA
345,1973,NA
345,1974,NA
345,1975,NA
345,1976,NA
345,1977,NA
345,1978,NA
345,1979,NA
345,1980,NA
345,1981,NA
345,1982,NA
345,1983,NA
345,1984,34.4
345,1985,33.4
345,1986,32.5
345,1987,31.3
345,1988,29.1
345,1989,26.6
345,1990,24.3
345,1991,22.5
345,1992,21.1
345,1993,19.9
345,1994,18.7
345,1995,16.9
345,1996,15
345,1997,13.3
345,1998,12.1
345,1999,11.4
345,2000,10.9
345,2001,10.5
345,2002,10
345,2003,9.2
345,2004,8.4
345,2005,7.7
346,1992,14.4
346,1993,13.5
346,1994,12.3
346,1995,11.6
346,1996,10.7
346,1997,10.1
346,1998,9.6
346,1999,9
346,2000,8.7
346,2001,8.3
346,2002,8.1
346,2003,8
346,2004,7.9
346,2005,7.8
346,2006,7.5
346,2007,7.2
346,2008,6.9
346,2009,6.5
346,2010,6.2
346,2011,5.9
346,2012,5.7
346,2013,5.5
346,2014,5.4
346,2015,5.2
346,2016,5.1
346,2017,4.9
347,2008,9.7
347,2009,9.9
347,2010,8.8
347,2011,13.1
347,2012,11.4
347,2013,10.83333
347,2014,10.26666
347,2015,9.7
347,2016,8.5
347,2017,9.7
349,1992,7.7
349,1993,7.2
349,1994,6.7
349,1995,6.3
349,1996,5.9
349,1997,5.5
349,1998,5.2
349,1999,4.9
349,2000,4.6
349,2001,4.4
349,2002,4.1
349,2003,3.9
349,2004,3.7
349,2005,3.5
349,2006,3.3
349,2007,3.1
349,2008,2.9
349,2009,2.8
349,2010,2.6
349,2011,2.4
349,2012,2.3
349,2013,2.2
349,2014,2
349,2015,1.9
349,2016,1.8
349,2017,1.7
350,1970,27.6
350,1971,25.9
350,1972,24.9
350,1973,24.4
350,1974,24
350,1975,23.3
350,1976,22.3
350,1977,21.2
350,1978,19.9
350,1979,18.6
350,1980,17.4
350,1981,16.2
350,1982,15.2
350,1983,14.4
350,1984,13.7
350,1985,13
350,1986,12.2
350,1987,11.4
350,1988,10.5
350,1989,9.8
350,1990,9.2
350,1991,8.7
350,1992,8.4
350,1993,8
350,1994,7.7
350,1995,7.4
350,1996,7.1
350,1997,6.7
350,1998,6.3
350,1999,6
350,2000,5.5
350,2001,5.1
350,2002,4.8
350,2003,4.4
350,2004,4.2
350,2005,3.9
350,2006,3.6
350,2007,3.4
350,2008,3.3
350,2009,3.3
350,2010,3.2
350,2011,3.2
350,2012,3.3
350,2013,3.5
350,2014,3.6
350,2015,3.9
350,2016,4.2
350,2017,4.3
352,1970,33.095753252241785
352,1971,31.170322471602947
352,1972,29.356908591222474
352,1973,27.648994739099702
352,1974,26.040443179066013
352,1975,24.525473253580042
352,1976,23.09864060975802
352,1977,21.75481763398302
352,1978,20.489175024781552
352,1979,20.7
352,1980,19.1
352,1981,17.6
352,1982,16.1
352,1983,14.7
352,1984,13.4
352,1985,12.2
352,1986,11.4
352,1987,10.7
352,1988,10.3
352,1989,10.1
352,1990,9.9
352,1991,9.6
352,1992,9.3
352,1993,8.9
352,1994,8.4
352,1995,8
352,1996,7.5
352,1997,7
352,1998,6.6
352,1999,6.1
352,2000,5.7
352,2001,5.3
352,2002,5
352,2003,4.6
352,2004,4.3
352,2005,4.1
352,2006,3.8
352,2007,3.6
352,2008,3.4
352,2009,3.2
352,2010,3
352,2011,2.8
352,2012,2.7
352,2013,2.5
352,2014,2.4
352,2015,2.3
352,2016,2.2
352,2017,2.1
355,1970,27.6
355,1971,26.5
355,1972,25.7
355,1973,25.2
355,1974,24.7
355,1975,24.1
355,1976,23.4
355,1977,22.6
355,1978,21.7
355,1979,20.7
355,1980,19.7
355,1981,18.8
355,1982,18.1
355,1983,17.3
355,1984,16.5
355,1985,15.7
355,1986,15
355,1987,14.5
355,1988,14.2
355,1989,14.3
355,1990,14.6
355,1991,15
355,1992,15.2
355,1993,15.4
355,1994,15.5
355,1995,15.6
355,1996,15.6
355,1997,15.6
355,1998,15.3
355,1999,14.9
355,2000,14.4
355,2001,13.8
355,2002,13.1
355,2003,12.5
355,2004,11.7
355,2005,11
355,2006,10.4
355,2007,9.9
355,2008,9.6
355,2009,9.3
355,2010,9
355,2011,8.7
355,2012,8.3
355,2013,7.8
355,2014,7.4
355,2015,7
355,2016,6.7
355,2017,6.3
359,1991,27.7
359,1992,28.4
359,1993,29.5
359,1994,30.5
359,1995,31.2
359,1996,31.5
359,1997,31
359,1998,30
359,1999,28.3
359,2000,26.2
359,2001,23.8
359,2002,21.6
359,2003,19.6
359,2004,18
359,2005,16.8
359,2006,16
359,2007,15.5
359,2008,15.1
359,2009,14.9
359,2010,14.8
359,2011,14.6
359,2012,14.4
359,2013,14.2
359,2014,14
359,2015,13.8
359,2016,13.5
359,2017,13.3
360,1970,47.1
360,1971,42.5
360,1972,39
360,1973,37.2
360,1974,36.2
360,1975,35
360,1976,33.1
360,1977,31.3
360,1978,30.2
360,1979,29.5
360,1980,28.6
360,1981,27.3
360,1982,25.8
360,1983,24.7
360,1984,24.1
360,1985,24.6
360,1986,25.8
360,1987,27
360,1988,26.9
360,1989,25.7
360,1990,24.4
360,1991,23.4
360,1992,22.8
360,1993,22.4
360,1994,22.2
360,1995,22
360,1996,21.8
360,1997,21.4
360,1998,20.4
360,1999,19.2
360,2000,18.3
360,2001,17.7
360,2002,17.4
360,2003,16.9
360,2004,16.3
360,2005,15.2
360,2006,13.7
360,2007,12.2
360,2008,11
360,2009,10.2
360,2010,9.7
360,2011,9.6
360,2012,9.4
360,2013,9
360,2014,8.4
360,2015,7.8
360,2016,7.2
360,2017,6.6
365,1970,31.2
365,1971,29.9
365,1972,28.8
365,1973,27.7
365,1974,26.7
365,1975,25.8
365,1976,25.1
365,1977,24.5
365,1978,24
365,1979,23.6
365,1980,23.2
365,1981,22.8
365,1982,22.4
365,1983,22
365,1984,21.6
365,1985,21.1
365,1986,20.5
365,1987,19.9
365,1988,19.2
365,1989,18.8
365,1990,18.5
365,1991,18.4
365,1992,18.5
365,1993,18.7
365,1994,18.8
365,1995,18.7
365,1996,18.5
365,1997,18.2
365,1998,17.8
365,1999,17.2
365,2000,16.6
365,2001,15.8
365,2002,14.8
365,2003,13.9
365,2004,12.9
365,2005,11.9
365,2006,11.1
365,2007,10.3
365,2008,9.7
365,2009,9.2
365,2010,8.9
365,2011,8.7
365,2012,8.4
365,2013,8.1
365,2014,7.8
365,2015,7.3
365,2016,6.9
365,2017,6.5
366,1991,14
366,1992,13.8
366,1993,13.5
366,1994,13.1
366,1995,12.5
366,1996,11.9
366,1997,11.1
366,1998,10.3
366,1999,9.6
366,2000,8.8
366,2001,8.1
366,2002,7.4
366,2003,6.8
366,2004,6.2
366,2005,5.7
366,2006,5.2
366,2007,4.7
366,2008,4.3
366,2009,4
366,2010,3.6
366,2011,3.3
366,2012,3.1
366,2013,2.9
366,2014,2.6
366,2015,2.5
366,2016,2.3
366,2017,2.1
367,1991,14.3
367,1992,15.2
367,1993,15.7
367,1994,15.8
367,1995,15.7
367,1996,15.2
367,1997,14.5
367,1998,13.4
367,1999,12.4
367,2000,11.6
367,2001,10.9
367,2002,10.3
367,2003,9.7
367,2004,9.2
367,2005,8.7
367,2006,8.2
367,2007,7.8
367,2008,7.4
367,2009,7
367,2010,6.6
367,2011,6.2
367,2012,5.7
367,2013,5.2
367,2014,4.7
367,2015,4.3
367,2016,3.9
367,2017,3.6
368,1991,13.1
368,1992,14.1
368,1993,14.4
368,1994,13.5
368,1995,11.9
368,1996,10.6
368,1997,9.8
368,1998,9.3
368,1999,8.9
368,2000,8.6
368,2001,8.2
368,2002,7.9
368,2003,7.6
368,2004,7.4
368,2005,7.2
368,2006,6.9
368,2007,6.5
368,2008,5.9
368,2009,5.3
368,2010,4.9
368,2011,4.5
368,2012,4.2
368,2013,4
368,2014,4
368,2015,4
368,2016,3.8
368,2017,3.4
369,1991,16.6
369,1992,16.7
369,1993,16.9
369,1994,17.2
369,1995,17.4
369,1996,17.4
369,1997,17.3
369,1998,17
369,1999,16.5
369,2000,15.8
369,2001,15.1
369,2002,14.4
369,2003,13.7
369,2004,13
369,2005,12.5
369,2006,12
369,2007,11.6
369,2008,11.1
369,2009,10.6
369,2010,10.1
369,2011,9.6
369,2012,9.2
369,2013,8.8
369,2014,8.4
369,2015,8.1
369,2016,7.8
369,2017,7.5
370,1991,12.1
370,1992,12.2
370,1993,12.3
370,1994,12.4
370,1995,12.4
370,1996,12.2
370,1997,11.9
370,1998,11.4
370,1999,10.7
370,2000,9.9
370,2001,9.2
370,2002,8.4
370,2003,7.7
370,2004,7.1
370,2005,6.5
370,2006,6
370,2007,5.5
370,2008,5
370,2009,4.6
370,2010,4.2
370,2011,3.9
370,2012,3.6
370,2013,3.4
370,2014,3.2
370,2015,3.1
370,2016,2.9
370,2017,2.8
371,1991,40.5
371,1992,38.7
371,1993,36.9
371,1994,35.2
371,1995,33.5
371,1996,32
371,1997,30.5
371,1998,29.1
371,1999,27.8
371,2000,26.5
371,2001,25.2
371,2002,24
371,2003,22.9
371,2004,21.8
371,2005,20.7
371,2006,19.7
371,2007,18.7
371,2008,17.8
371,2009,16.9
371,2010,16.1
371,2011,15.3
371,2012,14.5
371,2013,13.8
371,2014,13.1
371,2015,12.5
371,2016,11.9
371,2017,11.3
372,1991,40.4
372,1992,39.9
372,1993,39.4
372,1994,38.7
372,1995,37.9
372,1996,36.9
372,1997,35.7
372,1998,34.3
372,1999,32.7
372,2000,30.9
372,2001,29.1
372,2002,27.2
372,2003,25.3
372,2004,23.5
372,2005,21.7
372,2006,20.1
372,2007,18.6
372,2008,17.2
372,2009,15.9
372,2010,14.8
372,2011,13.8
372,2012,13
372,2013,12.2
372,2014,11.5
372,2015,10.8
372,2016,10.2
372,2017,9.7
373,1991,76.1
373,1992,76.3
373,1993,76.5
373,1994,76.2
373,1995,75.2
373,1996,73.7
373,1997,71.4
373,1998,68.3
373,1999,64.9
373,2000,61.1
373,2001,57.3
373,2002,53.6
373,2003,50.2
373,2004,47.1
373,2005,44.2
373,2006,41.6
373,2007,39.2
373,2008,36.8
373,2009,34.7
373,2010,32.6
373,2011,30.6
373,2012,28.6
373,2013,26.8
373,2014,25.1
373,2015,23.4
373,2016,21.9
373,2017,20.5
375,1970,13.2
375,1971,12.6
375,1972,12
375,1973,11.4
375,1974,10.7
375,1975,10.1
375,1976,9.4
375,1977,8.7
375,1978,8.1
375,1979,7.6
375,1980,7.1
375,1981,6.8
375,1982,6.5
375,1983,6.3
375,1984,6.1
375,1985,6
375,1986,6
375,1987,5.9
375,1988,5.8
375,1989,5.7
375,1990,5.5
375,1991,5.3
375,1992,5
375,1993,4.7
375,1994,4.5
375,1995,4.3
375,1996,4.1
375,1997,3.9
375,1998,3.7
375,1999,3.6
375,2000,3.5
375,2001,3.4
375,2002,3.3
375,2003,3.3
375,2004,3.2
375,2005,3.1
375,2006,3
375,2007,2.8
375,2008,2.7
375,2009,2.6
375,2010,2.5
375,2011,2.4
375,2012,2.3
375,2013,2.2
375,2014,2.1
375,2015,2
375,2016,1.9
375,2017,1.9
380,1970,11.3
380,1971,10.9
380,1972,10.4
380,1973,9.8
380,1974,9.3
380,1975,8.7
380,1976,8.3
380,1977,7.9
380,1978,7.6
380,1979,7.3
380,1980,7.1
380,1981,6.9
380,1982,6.8
380,1983,6.6
380,1984,6.5
380,1985,6.4
380,1986,6.3
380,1987,6.2
380,1988,6.1
380,1989,6.1
380,1990,5.9
380,1991,5.5
380,1992,5.2
380,1993,4.8
380,1994,4.4
380,1995,4
380,1996,3.8
380,1997,3.6
380,1998,3.5
380,1999,3.4
380,2000,3.4
380,2001,3.4
380,2002,3.3
380,2003,3.2
380,2004,3.1
380,2005,3
380,2006,2.8
380,2007,2.7
380,2008,2.6
380,2009,2.6
380,2010,2.5
380,2011,2.5
380,2012,2.5
380,2013,2.4
380,2014,2.4
380,2015,2.4
380,2016,2.4
380,2017,2.3
385,1970,13.1
385,1971,12.7
385,1972,12.2
385,1973,11.6
385,1974,11
385,1975,10.5
385,1976,9.9
385,1977,9.3
385,1978,8.8
385,1979,8.4
385,1980,8.2
385,1981,8
385,1982,8
385,1983,8.1
385,1984,8.2
385,1985,8.3
385,1986,8.3
385,1987,8.2
385,1988,7.9
385,1989,7.5
385,1990,7
385,1991,6.4
385,1992,5.8
385,1993,5.3
385,1994,4.9
385,1995,4.6
385,1996,4.4
385,1997,4.2
385,1998,4.1
385,1999,4
385,2000,4
385,2001,3.8
385,2002,3.6
385,2003,3.6
385,2004,3.4
385,2005,3.2
385,2006,3.2
385,2007,3
385,2008,2.8
385,2009,2.7
385,2010,2.6
385,2011,2.5
385,2012,2.4
385,2013,2.3
385,2014,2.3
385,2015,2.2
385,2016,2.1
385,2017,2.1
390,1970,13.9
390,1971,13.2
390,1972,12.5
390,1973,11.6
390,1974,10.9
390,1975,10.2
390,1976,9.6
390,1977,9.2
390,1978,8.8
390,1979,8.5
390,1980,8.3
390,1981,8
390,1982,7.9
390,1983,7.9
390,1984,7.9
390,1985,8
390,1986,8
390,1987,8
390,1988,7.9
390,1989,7.7
390,1990,7.3
390,1991,6.9
390,1992,6.5
390,1993,6.1
390,1994,5.7
390,1995,5.4
390,1996,5.1
390,1997,5
390,1998,4.8
390,1999,4.6
390,2000,4.6
390,2001,4.5
390,2002,4.4
390,2003,4.3
390,2004,4.2
390,2005,4
390,2006,3.8
390,2007,3.8
390,2008,3.6
390,2009,3.5
390,2010,3.5
390,2011,3.5
390,2012,3.5
390,2013,3.5
390,2014,3.6
390,2015,3.6
390,2016,3.7
390,2017,3.7
395,1970,12.8
395,1971,12.3
395,1972,11.9
395,1973,11.4
395,1974,10.9
395,1975,10.4
395,1976,9.9
395,1977,9.3
395,1978,8.8
395,1979,8.2
395,1980,7.8
395,1981,7.3
395,1982,6.9
395,1983,6.5
395,1984,6.2
395,1985,6
395,1986,5.7
395,1987,5.5
395,1988,5.3
395,1989,5.1
395,1990,5
395,1991,4.8
395,1992,4.6
395,1993,4.4
395,1994,4.3
395,1995,4.1
395,1996,3.9
395,1997,3.7
395,1998,3.6
395,1999,3.4
395,2000,3.2
395,2001,3
395,2002,2.9
395,2003,2.7
395,2004,2.6
395,2005,2.5
395,2006,2.4
395,2007,2.3
395,2008,2.2
395,2009,2.1
395,2010,2
395,2011,2
395,2012,1.9
395,2013,1.8
395,2014,1.8
395,2015,1.7
395,2016,1.7
395,2017,1.6
402,1975,81.7
402,1976,76.9
402,1977,72.9
402,1978,69.5
402,1979,67
402,1980,65.1
402,1981,63.7
402,1982,62.7
402,1983,61.7
402,1984,60.5
402,1985,58.9
402,1986,56.7
402,1987,54.3
402,1988,51.9
402,1989,49.7
402,1990,48.2
402,1991,47.2
402,1992,46.7
402,1993,46.3
402,1994,45.8
402,1995,44.6
402,1996,42.4
402,1997,39.5
402,1998,36
402,1999,32.4
402,2000,29.2
402,2001,26.5
402,2002,24.5
402,2003,23.2
402,2004,22.5
402,2005,22.2
402,2006,22.1
402,2007,22.1
402,2008,21.9
402,2009,21.7
402,2010,21.2
402,2011,20.6
402,2012,19.8
402,2013,18.9
402,2014,17.9
402,2015,16.9
402,2016,15.9
402,2017,15
404,1974,208.6945807169022
404,1975,202.8798369539914
404,1976,197.2271062386269
404,1977,191.73187448925216
404,1978,186.38975339771352
404,1979,181.19647692490463
404,1980,176.14789789404944
404,1981,171.2399846789063
404,1982,166.46881798424585
404,1983,161.8305877160336
404,1984,157.32158993881552
404,1985,144.5
404,1986,141.9
404,1987,139.5
404,1988,137.1
404,1989,134.7
404,1990,132.3
404,1991,129.9
404,1992,127.5
404,1993,125
404,1994,122.5
404,1995,119.8
404,1996,117.1
404,1997,114.4
404,1998,111.6
404,1999,108.9
404,2000,106.1
404,2001,103.1
404,2002,99.9
404,2003,96.7
404,2004,93.3
404,2005,89.8
404,2006,86.2
404,2007,82.6
404,2008,79.1
404,2009,75.6
404,2010,72.3
404,2011,69.1
404,2012,66.2
404,2013,63.6
404,2014,61.4
404,2015,59.3
404,2016,57.4
404,2017,55.6
411,1970,174.1020655920348
411,1971,170.9442060978471
411,1972,167.8436237907572
411,1973,164.79927977838634
411,1974,161.81015401176327
411,1975,158.87524494354255
411,1976,155.99356919242317
411,1977,153.1641612136527
411,1978,150.38607297550857
411,1979,147.65837364164702
411,1980,144.9801492592137
411,1981,142.35050245261138
411,1982,133.8
411,1983,131.4
411,1984,129
411,1985,126.9
411,1986,125.3
411,1987,123.8
411,1988,122.8
411,1989,121.9
411,1990,121
411,1991,120.1
411,1992,119.3
411,1993,118.6
411,1994,117.8
411,1995,116.8
411,1996,115.6
411,1997,114.1
411,1998,112.2
411,1999,110
411,2000,107.5
411,2001,105
411,2002,102.3
411,2003,99.6
411,2004,96.9
411,2005,94
411,2006,91.2
