gwcode,year,infmort
411,2007,88.4
411,2008,85.7
411,2009,83
411,2010,80.5
411,2011,78.2
411,2012,76
411,2013,73.8
411,2014,71.5
411,2015,69.4
411,2016,67.4
411,2017,65.3
420,1970,129.8
420,1971,127.4
420,1972,125.2
420,1973,122.9
420,1974,120.4
420,1975,118.1
420,1976,115.6
420,1977,113.3
420,1978,111.1
420,1979,109
420,1980,106.7
420,1981,104.4
420,1982,102.1
420,1983,99.6
420,1984,97.1
420,1985,94.6
420,1986,92
420,1987,89.5
420,1988,87.1
420,1989,84.7
420,1990,82.4
420,1991,80.2
420,1992,78.1
420,1993,76
420,1994,74.1
420,1995,72.2
420,1996,70.3
420,1997,68.5
420,1998,66.8
420,1999,65.1
420,2000,63.4
420,2001,61.8
420,2002,60.1
420,2003,58.5
420,2004,57
420,2005,55.4
420,2006,53.9
420,2007,52.5
420,2008,51.2
420,2009,49.9
420,2010,48.7
420,2011,47.6
420,2012,46.4
420,2013,45.4
420,2014,44.2
420,2015,43.3
420,2016,42.3
420,2017,41.4
432,1970,194.2
432,1971,192.3
432,1972,189.9
432,1973,187.3
432,1974,184
432,1975,180.3
432,1976,176.3
432,1977,172.2
432,1978,168.2
432,1979,164.5
432,1980,160.9
432,1981,157.5
432,1982,153.9
432,1983,150.3
432,1984,146.8
432,1985,143.5
432,1986,140.4
432,1987,137.5
432,1988,134.9
432,1989,132.4
432,1990,130.1
432,1991,128.2
432,1992,126.7
432,1993,125.5
432,1994,124.7
432,1995,123.9
432,1996,123.1
432,1997,122
432,1998,120.5
432,1999,118.3
432,2000,115.3
432,2001,111.7
432,2002,107.7
432,2003,103.3
432,2004,98.9
432,2005,94.6
432,2006,90.7
432,2007,87.3
432,2008,84.3
432,2009,81.6
432,2010,79.1
432,2011,76.9
432,2012,74.7
432,2013,72.8
432,2014,71
432,2015,69.2
432,2016,67.4
432,2017,65.8
433,1970,124.9
433,1971,123.1
433,1972,120.8
433,1973,118.2
433,1974,115.2
433,1975,111.8
433,1976,108
433,1977,104.3
433,1978,100.7
433,1979,97.5
433,1980,94.7
433,1981,92.3
433,1982,90.1
433,1983,87.9
433,1984,85.6
433,1985,82.9
433,1986,79.9
433,1987,77.1
433,1988,74.6
433,1989,72.5
433,1990,71.2
433,1991,70.5
433,1992,70.4
433,1993,70.6
433,1994,71
433,1995,71.4
433,1996,71.7
433,1997,71.7
433,1998,71.2
433,1999,70.2
433,2000,68.4
433,2001,65.9
433,2002,63
433,2003,59.9
433,2004,56.9
433,2005,54
433,2006,51.3
433,2007,48.9
433,2008,46.6
433,2009,44.6
433,2010,42.7
433,2011,40.9
433,2012,39.3
433,2013,37.7
433,2014,36.3
433,2015,34.9
433,2016,33.8
433,2017,32.7
434,1970,157.1
434,1971,155.2
434,1972,152.8
434,1973,149.9
434,1974,146.5
434,1975,142.7
434,1976,138.6
434,1977,134.8
434,1978,131.4
434,1979,128.7
434,1980,126.5
434,1981,124.7
434,1982,123
434,1983,121.3
434,1984,119.5
434,1985,117.7
434,1986,115.8
434,1987,113.8
434,1988,111.7
434,1989,109.5
434,1990,107.1
434,1991,104.6
434,1992,102.1
434,1993,99.7
434,1994,97.5
434,1995,95.8
434,1996,94.4
434,1997,93.2
434,1998,91.9
434,1999,90.4
434,2000,88.6
434,2001,86.5
434,2002,84.3
434,2003,82
434,2004,79.9
434,2005,77.9
434,2006,76.3
434,2007,74.9
434,2008,73.9
434,2009,72.9
434,2010,72.1
434,2011,71.3
434,2012,70.4
434,2013,69.3
434,2014,68
434,2015,66.6
434,2016,65.1
434,2017,63.5
435,1970,104.4
435,1971,103.5
435,1972,103.1
435,1973,102.8
435,1974,102.3
435,1975,101.5
435,1976,100.2
435,1977,98.5
435,1978,96.5
435,1979,94.4
435,1980,92.4
435,1981,90.4
435,1982,88.3
435,1983,86.1
435,1984,83.8
435,1985,81.2
435,1986,78.7
435,1987,76.4
435,1988,74.4
435,1989,72.8
435,1990,71.6
435,1991,70.8
435,1992,70.2
435,1993,69.9
435,1994,69.8
435,1995,69.8
435,1996,69.8
435,1997,69.9
435,1998,69.9
435,1999,69.8
435,2000,69.7
435,2001,69.6
435,2002,69.4
435,2003,69.1
435,2004,68.7
435,2005,68
435,2006,67.1
435,2007,66
435,2008,64.8
435,2009,63.6
435,2010,62.4
435,2011,61
435,2012,59.7
435,2013,58.4
435,2014,57
435,2015,55.8
435,2016,54.5
435,2017,53.3
436,1970,131.1
436,1971,132.4
436,1972,133.7
436,1973,134.6
436,1974,135
436,1975,134.8
436,1976,134
436,1977,132.6
436,1978,131.1
436,1979,129.8
436,1980,128.9
436,1981,128.8
436,1982,129.4
436,1983,130.7
436,1984,132.2
436,1985,133.6
436,1986,134.7
436,1987,135.1
436,1988,134.7
436,1989,133.7
436,1990,132
436,1991,129.7
436,1992,126.7
436,1993,123.3
436,1994,119.2
436,1995,114.9
436,1996,110.5
436,1997,106.6
436,1998,103
436,1999,99.8
436,2000,96.5
436,2001,93.2
436,2002,89.6
436,2003,85.7
436,2004,81.9
436,2005,78.1
436,2006,74.5
436,2007,71.1
436,2008,68
436,2009,65.1
436,2010,62.4
436,2011,59.9
436,2012,57.6
436,2013,55.5
436,2014,53.5
436,2015,51.6
436,2016,49.9
436,2017,48.3
437,1970,162.3
437,1971,157.4
437,1972,152.1
437,1973,146.6
437,1974,141
437,1975,135.2
437,1976,129.6
437,1977,124.3
437,1978,119.9
437,1979,116.2
437,1980,113.2
437,1981,110.8
437,1982,108.8
437,1983,107.4
437,1984,106.2
437,1985,105.3
437,1986,104.7
437,1987,104.3
437,1988,104.1
437,1989,104.1
437,1990,104.1
437,1991,104.2
437,1992,104.3
437,1993,104.4
437,1994,104.4
437,1995,104.3
437,1996,103.8
437,1997,103
437,1998,101.9
437,1999,100.4
437,2000,98.7
437,2001,96.7
437,2002,94.7
437,2003,92.6
437,2004,90.3
437,2005,87.9
437,2006,85.8
437,2007,83.4
437,2008,80.8
437,2009,78.7
437,2010,76.8
437,2011,75.1
437,2012,73.1
437,2013,71.2
437,2014,69.5
437,2015,67.8
437,2016,66
437,2017,64.2
438,1970,192.2
438,1971,190.2
438,1972,188.1
438,1973,186
438,1974,183.9
438,1975,181.4
438,1976,178.8
438,1977,176
438,1978,173.1
438,1979,170.2
438,1980,167.1
438,1981,164.2
438,1982,161.4
438,1983,158.6
438,1984,155.8
438,1985,153.1
438,1986,150.4
438,1987,147.6
438,1988,144.8
438,1989,141.8
438,1990,138.6
438,1991,135.2
438,1992,131.5
438,1993,127.8
438,1994,124.1
438,1995,120.2
438,1996,116.4
438,1997,112.5
438,1998,108.5
438,1999,104.6
438,2000,100.5
438,2001,96.4
438,2002,92.4
438,2003,88.7
438,2004,85.2
438,2005,82
438,2006,79.1
438,2007,76.4
438,2008,73.9
438,2009,71.6
438,2010,69.5
438,2011,67.4
438,2012,65.4
438,2013,63.5
438,2014,61.6
438,2015,59.8
438,2016,58.1
438,2017,56.4
439,1970,144.3
439,1971,143.2
439,1972,141.7
439,1973,139.3
439,1974,136.1
439,1975,132.1
439,1976,128
439,1977,123.8
439,1978,120.1
439,1979,116.9
439,1980,114.4
439,1981,112.2
439,1982,110.4
439,1983,108.7
439,1984,106.9
439,1985,105.2
439,1986,103.5
439,1987,101.8
439,1988,100.5
439,1989,99.6
439,1990,99.1
439,1991,98.9
439,1992,98.9
439,1993,98.8
439,1994,98.5
439,1995,97.8
439,1996,96.8
439,1997,95.6
439,1998,94.3
439,1999,92.9
439,2000,91.5
439,2001,90
439,2002,88.3
439,2003,86.3
439,2004,83.9
439,2005,81.2
439,2006,78.2
439,2007,75
439,2008,71.9
439,2009,68.9
439,2010,66
439,2011,63.2
439,2012,60.6
439,2013,58.2
439,2014,56.1
439,2015,54.3
439,2016,52.6
439,2017,51.2
450,1970,190.3
450,1971,187
450,1972,183.9
450,1973,180.9
450,1974,177.7
450,1975,174.5
450,1976,171.5
450,1977,168.9
450,1978,166.3
450,1979,164
450,1980,161.7
450,1981,159.8
450,1982,158.3
450,1983,157.5
450,1984,157.5
450,1985,158.5
450,1986,160.7
450,1987,163.8
450,1988,167.4
450,1989,171
450,1990,173.7
450,1991,175
450,1992,174.4
450,1993,171.9
450,1994,167.7
450,1995,162.2
450,1996,155.8
450,1997,148.7
450,1998,141.3
450,1999,133.6
450,2000,125.7
450,2001,117.8
450,2002,110.3
450,2003,103
450,2004,96
450,2005,89.9
450,2006,84.6
450,2007,80.2
450,2008,76.5
450,2009,73.3
450,2010,70.4
450,2011,67.8
450,2012,65.4
450,2013,63.2
450,2014,61.2
450,2015,59.3
450,2016,57.6
450,2017,55.9
451,1970,189.7
451,1971,186.9
451,1972,184.3
451,1973,181.6
451,1974,178.9
451,1975,176.4
451,1976,174.1
451,1977,171.9
451,1978,170
451,1979,167.9
451,1980,166.1
451,1981,164.5
451,1982,163
451,1983,161.7
451,1984,160.4
451,1985,159.2
451,1986,158.2
451,1987,157.3
451,1988,156.6
451,1989,155.9
451,1990,155.4
451,1991,154.9
451,1992,154.4
451,1993,153.9
451,1994,153.1
451,1995,152
451,1996,150.6
451,1997,148.8
451,1998,146.7
451,1999,144.4
451,2000,142
451,2001,139.5
451,2002,136.8
451,2003,133.9
451,2004,130.9
451,2005,127.8
451,2006,124.4
451,2007,120.8
451,2008,116.9
451,2009,112.7
451,2010,108.4
451,2011,104.1
451,2012,99.8
451,2013,95.8
451,2014,91.8
451,2015,88.1
451,2016,84.7
451,2017,81.7
452,1970,120.1
452,1971,119.4
452,1972,118.2
452,1973,116.4
452,1974,114.1
452,1975,111.4
452,1976,108.7
452,1977,106
452,1978,103.7
452,1979,102
452,1980,100.8
452,1981,99.9
452,1982,99.1
452,1983,98.1
452,1984,96.6
452,1985,94.4
452,1986,91.7
452,1987,88.6
452,1988,85.4
452,1989,82.2
452,1990,79.3
452,1991,76.9
452,1992,75
452,1993,73.5
452,1994,72.4
452,1995,71.4
452,1996,70.3
452,1997,69.1
452,1998,67.6
452,1999,65.9
452,2000,64.1
452,2001,62.2
452,2002,60.4
452,2003,58.9
452,2004,57.6
452,2005,56.4
452,2006,55.3
452,2007,54
452,2008,52.6
452,2009,50.9
452,2010,48.9
452,2011,46.9
452,2012,44.8
452,2013,42.8
452,2014,40.7
452,2015,38.9
452,2016,37.2
452,2017,35.7
461,1970,131.8
461,1971,129.2
461,1972,126.5
461,1973,123.8
461,1974,121.2
461,1975,118.7
461,1976,116.2
461,1977,113.7
461,1978,111.3
461,1979,109
461,1980,106.8
461,1981,104.6
461,1982,102.6
461,1983,100.6
461,1984,98.8
461,1985,97
461,1986,95.4
461,1987,93.9
461,1988,92.5
461,1989,91.3
461,1990,90.1
461,1991,89
461,1992,87.9
461,1993,86.8
461,1994,85.6
461,1995,84.3
461,1996,82.8
461,1997,81.3
461,1998,79.6
461,1999,77.9
461,2000,76.1
461,2001,74.2
461,2002,72.4
461,2003,70.6
461,2004,68.8
461,2005,67.1
461,2006,65.4
461,2007,63.8
461,2008,62.2
461,2009,60.6
461,2010,59
461,2011,57.6
461,2012,56.1
461,2013,54.7
461,2014,53.3
461,2015,51.9
461,2016,50.5
461,2017,49.2
471,1970,125.3
471,1971,121.1
471,1972,117.9
471,1973,115.8
471,1974,114.5
471,1975,113.9
471,1976,113.7
471,1977,113.2
471,1978,112.4
471,1979,110.9
471,1980,108.8
471,1981,106.2
471,1982,103.1
471,1983,99.7
471,1984,96.2
471,1985,92.9
471,1986,90
471,1987,87.8
471,1988,86.3
471,1989,85.8
471,1990,86
471,1991,86.9
471,1992,88.2
471,1993,89.6
471,1994,91.1
471,1995,92.3
471,1996,93.2
471,1997,93.7
471,1998,93.6
471,1999,92.9
471,2000,91.6
471,2001,89.8
471,2002,87.7
471,2003,85.5
471,2004,83.3
471,2005,81.2
471,2006,79
471,2007,76.8
471,2008,74.2
471,2009,71.9
471,2010,69.1
471,2011,66.8
471,2012,64.4
471,2013,62.1
471,2014,60.3
471,2015,58.2
471,2016,56.6
471,2017,55.1
475,1970,168.2
475,1971,163.4
475,1972,158.6
475,1973,153.6
475,1974,148.7
475,1975,144
475,1976,139.5
475,1977,135.4
475,1978,131.8
475,1979,128.9
475,1980,126.6
475,1981,124.9
475,1982,123.9
475,1983,123.5
475,1984,123.5
475,1985,123.9
475,1986,124.5
475,1987,125
475,1988,125.4
475,1989,125.7
475,1990,125.6
475,1991,125.4
475,1992,125
475,1993,124.5
475,1994,123.9
475,1995,122.9
475,1996,121.4
475,1997,119.5
475,1998,117.1
475,1999,114.5
475,2000,111.6
475,2001,108.6
475,2002,105.6
475,2003,102.5
475,2004,99.4
475,2005,96.2
475,2006,93
475,2007,89.9
475,2008,86.8
475,2009,83.9
475,2010,81
475,2011,78.3
475,2012,75.7
475,2013,73.3
475,2014,71
475,2015,68.7
475,2016,66.6
475,2017,64.6
481,1970,87.11087595774305
481,1971,85.60354327357618
481,1972,84.12229288735169
481,1973,82.66667348114025
481,1974,81.23624154644223
481,1975,79.83056124905626
481,1976,78.44920429628657
481,1977,77.09174980644715
481,1978,78.8
481,1979,76.4
481,1980,74
481,1981,71.7
481,1982,69.6
481,1983,67.7
481,1984,66
481,1985,64.5
481,1986,63.2
481,1987,62.2
481,1988,61.4
481,1989,60.7
481,1990,60.2
481,1991,59.6
481,1992,59.1
481,1993,58.6
481,1994,58.1
481,1995,57.6
481,1996,57.1
481,1997,56.5
481,1998,55.8
481,1999,55
481,2000,54.2
481,2001,53.3
481,2002,52.3
481,2003,51.2
481,2004,50.2
481,2005,49
481,2006,48
481,2007,46.6
481,2008,45.4
481,2009,44.2
481,2010,42.9
481,2011,41.7
481,2012,40.4
481,2013,39.3
481,2014,38.5
481,2015,37.4
481,2016,36.1
481,2017,35.1
482,1970,136.9
482,1971,134.4
482,1972,132
482,1973,129.8
482,1974,127.7
482,1975,125.9
482,1976,124.1
482,1977,122.5
482,1978,121
482,1979,119.7
482,1980,118.5
482,1981,117.5
482,1982,116.7
482,1983,116.2
482,1984,115.8
482,1985,115.4
482,1986,115.1
482,1987,114.9
482,1988,114.9
482,1989,114.9
482,1990,114.9
482,1991,114.8
482,1992,114.8
482,1993,114.8
482,1994,114.9
482,1995,114.9
482,1996,114.8
482,1997,114.6
482,1998,114.1
482,1999,113.6
482,2000,113
482,2001,112.2
482,2002,111.4
482,2003,110.6
482,2004,109.7
482,2005,108.8
482,2006,107.6
482,2007,106.6
482,2008,105.3
482,2009,103.6
482,2010,101.9
482,2011,99.9
482,2012,98
482,2013,96.3
482,2014,93.9
482,2015,91.6
482,2016,89.2
482,2017,87.6
483,1970,137.6567300279239
483,1971,136.09550837546985
483,1972,128
483,1973,127.5
483,1974,127
483,1975,126.4
483,1976,125.9
483,1977,125.2
483,1978,124.7
483,1979,124
483,1980,123.3
483,1981,122.4
483,1982,121.4
483,1983,120.3
483,1984,119.2
483,1985,118.1
483,1986,116.9
483,1987,115.7
483,1988,114.5
483,1989,113.3
483,1990,112.1
483,1991,110.9
483,1992,109.8
483,1993,108.7
483,1994,107.7
483,1995,106.8
483,1996,105.8
483,1997,104.8
483,1998,103.6
483,1999,102.3
483,2000,100.9
483,2001,99.4
483,2002,98
483,2003,96.6
483,2004,95.1
483,2005,93.6
483,2006,92.1
483,2007,90.4
483,2008,88.7
483,2009,87
483,2010,85.2
483,2011,83.4
483,2012,81.7
483,2013,80.1
483,2014,78.4
483,2015,76.7
483,2016,75
483,2017,73.4
484,1970,87.5
484,1971,85.4
484,1972,83.2
484,1973,81.4
484,1974,79.5
484,1975,77.5
484,1976,75.7
484,1977,74
484,1978,72.2
484,1979,70.6
484,1980,68.8
484,1981,67.2
484,1982,65.6
484,1983,63.9
484,1984,62.3
484,1985,60.9
484,1986,59.6
484,1987,58.8
484,1988,58.3
484,1989,58.4
484,1990,58.8
484,1991,59.7
484,1992,60.9
484,1993,62.4
484,1994,64.3
484,1995,66.3
484,1996,68.5
484,1997,70.5
484,1998,72.1
484,1999,72.8
484,2000,72.5
484,2001,71.2
484,2002,68.8
484,2003,65.6
484,2004,62
484,2005,58.1
484,2006,54.4
484,2007,51
484,2008,48
484,2009,45.6
484,2010,43.6
484,2011,42
484,2012,40.5
484,2013,39.2
484,2014,38
484,2015,36.9
484,2016,35.8
484,2017,34.7
490,1970,148.2
490,1971,146.7
490,1972,145.1
490,1973,143.5
490,1974,141.7
490,1975,140.1
490,1976,138.4
490,1977,136.7
490,1978,134.9
490,1979,133.3
490,1980,131.7
490,1981,130.2
490,1982,128.7
490,1983,127.4
490,1984,126.2
490,1985,125
490,1986,123.9
490,1987,122.8
490,1988,121.8
490,1989,120.7
490,1990,119.7
490,1991,118.6
490,1992,117.7
490,1993,116.8
490,1994,115.9
490,1995,114.9
490,1996,113.9
490,1997,112.6
490,1998,111.1
490,1999,109.4
490,2000,107.5
490,2001,105.4
490,2002,103.2
490,2003,101
490,2004,98.6
490,2005,96.3
490,2006,93.9
490,2007,91.6
490,2008,89.2
490,2009,87
490,2010,84.8
490,2011,82.5
490,2012,80.4
490,2013,78.3
490,2014,76.1
490,2015,74.1
490,2016,72.1
490,2017,70
500,1970,112.8
500,1971,112.7
500,1972,113.1
500,1973,114.1
500,1974,115.6
500,1975,117.5
500,1976,119.7
500,1977,122
500,1978,123.8
500,1979,125.1
500,1980,126
500,1981,125.3
500,1982,123.2
500,1983,120.2
500,1984,117.1
500,1985,114.6
500,1986,112.6
500,1987,111.3
500,1988,110.2
500,1989,109
500,1990,107.2
500,1991,105.1
500,1992,103
500,1993,101.1
500,1994,99.4
500,1995,98
500,1996,96.8
500,1997,95.4
500,1998,93.7
500,1999,91.4
500,2000,88.4
500,2001,84.9
500,2002,80.9
500,2003,76.7
500,2004,72.3
500,2005,68
500,2006,64
500,2007,60.2
500,2008,56.7
500,2009,53.9
500,2010,51
500,2011,48.3
500,2012,45.1
500,2013,42.9
500,2014,41
500,2015,39
500,2016,37
500,2017,35.4
501,1970,92.2
501,1971,90.4
501,1972,88.4
501,1973,86.3
501,1974,84
501,1975,81.6
501,1976,79.2
501,1977,76.6
501,1978,74.1
501,1979,71.6
501,1980,69.8
501,1981,67.8
501,1982,66
501,1983,64.6
501,1984,63.5
501,1985,62.8
501,1986,62.6
501,1987,62.8
501,1988,63.5
501,1989,64.6
501,1990,65.9
501,1991,67.3
501,1992,68.6
501,1993,69.6
501,1994,70.2
501,1995,70.3
501,1996,69.9
501,1997,69
501,1998,67.7
501,1999,66
501,2000,64
501,2001,61.7
501,2002,59.1
501,2003,56.4
501,2004,53.5
501,2005,50.4
501,2006,47.7
501,2007,45.5
501,2008,43.1
501,2009,41.4
501,2010,39.9
501,2011,38.9
501,2012,38.3
501,2013,37.4
501,2014,36.3
501,2015,35.1
501,2016,34.3
501,2017,33.6
510,1970,126
510,1971,124.1
510,1972,122.2
510,1973,120.2
510,1974,118
510,1975,115.7
510,1976,113.5
510,1977,111.2
510,1978,109.3
510,1979,107.7
510,1980,106.6
510,1981,106.2
510,1982,106.1
510,1983,106.2
510,1984,106.3
510,1985,106
510,1986,105.2
510,1987,104.2
510,1988,102.9
510,1989,101.5
510,1990,100.3
510,1991,99.3
510,1992,98.3
510,1993,97.2
510,1994,96.1
510,1995,94.6
510,1996,92.8
510,1997,90.4
510,1998,87.3
510,1999,83.6
510,2000,79.5
510,2001,75.1
510,2002,70.6
510,2003,66.5
510,2004,62.7
510,2005,59.3
510,2006,56.8
510,2007,54.2
510,2008,51.9
510,2009,50.3
510,2010,48.1
510,2011,46.2
510,2012,44.8
510,2013,43.5
510,2014,42.4
510,2015,41
510,2016,39.7
510,2017,38.3
516,1970,146.6
516,1971,146.8
516,1972,147.1
516,1973,147.4
516,1974,147.9
516,1975,148.2
516,1976,147.7
516,1977,146.1
516,1978,143
516,1979,138.7
516,1980,133.1
516,1981,127.3
516,1982,121.2
516,1983,115.3
516,1984,110.1
516,1985,106.3
516,1986,104
516,1987,103
516,1988,103.2
516,1989,104.1
516,1990,105.4
516,1991,106.6
516,1992,107.6
516,1993,108
516,1994,107.8
516,1995,107
516,1996,105.7
516,1997,103.8
516,1998,101.4
516,1999,98.8
516,2000,95.9
516,2001,92.8
516,2002,89.6
516,2003,86.3
516,2004,82.6
516,2005,78.7
516,2006,74.6
516,2007,70.5
516,2008,66.4
516,2009,62.6
516,2010,59.2
516,2011,56.1
516,2012,53.1
516,2013,50.5
516,2014,48
516,2015,45.9
516,2016,44.1
516,2017,42.5
517,1970,130.7
517,1971,132.6
517,1972,135.1
517,1973,138.2
517,1974,141.7
517,1975,145
517,1976,147.3
517,1977,147.2
517,1978,143.6
517,1979,136.7
517,1980,128.2
517,1981,119.3
517,1982,111.3
517,1983,105.1
517,1984,100.7
517,1985,97.3
517,1986,94.7
517,1987,92.7
517,1988,91.5
517,1989,91.2
517,1990,92.6
517,1991,95.7
517,1992,100.3
517,1993,106.9
517,1994,124.8
517,1995,116.6
517,1996,110.8
517,1997,114.9
517,1998,116.9
517,1999,110.4
517,2000,107.7
517,2001,101
517,2002,93.2
517,2003,85
517,2004,76.6
517,2005,69.1
517,2006,62.6
517,2007,56.9
517,2008,52.2
517,2009,48.2
517,2010,44.5
517,2011,40.4
517,2012,37.5
517,2013,35
517,2014,33
517,2015,31.4
517,2016,30.1
517,2017,28.9
520,1970,128.46730224791156
520,1971,127.48616929710388
520,1972,126.51252947373266
520,1973,125.54632555114107
520,1974,124.58750073972448
520,1975,123.63599868359326
520,1976,122.69176345726005
520,1977,121.75473956235238
520,1978,120.82487192435134
520,1979,119.9021058893541
520,1980,118.98638722086174
520,1981,118.0776620965911
520,1982,117.17587710531186
520,1983,115.5
520,1984,114.4
520,1985,113.5
520,1986,112.8
520,1987,112.1
520,1988,111.2
520,1989,110
520,1990,108.2
520,1991,106.5
520,1992,105.2
520,1993,104.7
520,1994,104.7
520,1995,104.7
520,1996,104.7
520,1997,104.7
520,1998,104.7
520,1999,104.7
520,2000,104.7
520,2001,104.7
520,2002,104.7
520,2003,104.7
520,2004,104.7
520,2005,104.7
520,2006,104.3
520,2007,103.2
520,2008,101.4
520,2009,99.3
520,2010,96.9
520,2011,94.1
520,2012,91.6
520,2013,89
520,2014,86.6
520,2015,84.3
520,2016,82.1
520,2017,79.7
522,1977,126.6
522,1978,123.4
522,1979,120.1
522,1980,117.1
522,1981,114.2
522,1982,111.4
522,1983,108.5
522,1984,105.7
522,1985,103
522,1986,100.5
522,1987,98.2
522,1988,96
522,1989,94
522,1990,92.2
522,1991,90.6
522,1992,89.3
522,1993,88.2
522,1994,87.3
522,1995,86.4
522,1996,85.4
522,1997,84.3
522,1998,83.1
522,1999,81.7
522,2000,80.3
522,2001,78.7
522,2002,76.9
522,2003,75.2
522,2004,73.4
522,2005,71.7
522,2006,69.8
522,2007,67.9
522,2008,66.1
522,2009,64.3
522,2010,62.6
522,2011,60.9
522,2012,59.3
522,2013,57.7
522,2014,56.1
522,2015,54.5
522,2016,53
522,2017,51.5
530,1970,143.4
530,1971,143.4
530,1972,143.4
530,1973,143.3
530,1974,143.2
530,1975,143.2
530,1976,143.2
530,1977,143.1
530,1978,142.8
530,1979,142.2
530,1980,141.2
530,1981,139.8
530,1982,138
530,1983,135.8
530,1984,133.4
530,1985,131.1
530,1986,128.9
530,1987,126.8
530,1988,124.7
530,1989,122.5
530,1990,120.2
530,1991,117.7
530,1992,114.8
530,1993,111.7
530,1994,108.2
530,1995,104.7
530,1996,101.2
530,1997,97.8
530,1998,94.6
530,1999,91.4
530,2000,88.2
530,2001,84.9
530,2002,81.5
530,2003,77.9
530,2004,74.3
530,2005,70.7
530,2006,67.2
530,2007,63.9
530,2008,60.8
530,2009,57.9
530,2010,55.3
530,2011,52.7
530,2012,50.4
530,2013,48.2
530,2014,46.1
530,2015,44.2
530,2016,42.5
530,2017,41
531,1993,81.6
531,1994,77.6
531,1995,73.8
531,1996,70.1
531,1997,66.8
531,1998,63.6
531,1999,60.6
531,2000,57.9
531,2001,55.4
531,2002,53.1
531,2003,50.9
531,2004,48.8
531,2005,46.9
531,2006,45.2
531,2007,43.5
531,2008,41.9
531,2009,40.5
531,2010,39.2
531,2011,38
531,2012,36.8
531,2013,35.8
531,2014,34.7
531,2015,33.9
531,2016,32.9
531,2017,32.1
540,1975,171.65556995402804
540,1976,168.307155276476
540,1977,165.0240567483261
540,1978,161.80500027428752
540,1979,158.64873661232286
540,1980,139.2
540,1981,137.7
540,1982,136.4
540,1983,135.1
540,1984,134.1
540,1985,133.2
540,1986,132.8
540,1987,132.4
540,1988,132.2
540,1989,132
540,1990,132
540,1991,132.1
540,1992,132.2
540,1993,132.2
540,1994,132
540,1995,131.6
540,1996,130.8
540,1997,129.5
540,1998,127.7
540,1999,125.3
540,2000,122.6
540,2001,119.3
540,2002,115.5
540,2003,111.3
540,2004,106.6
540,2005,101.8
540,2006,96.7
540,2007,91.5
540,2008,86.4
540,2009,81.3
540,2010,76.4
540,2011,71.9
540,2012,67.8
540,2013,64.1
540,2014,60.9
540,2015,58.2
540,2016,55.8
540,2017,53.8
541,1975,177.8
541,1976,176.8
541,1977,175.9
541,1978,175.3
541,1979,174.7
541,1980,174.5
541,1981,174.2
541,1982,173.5
541,1983,172.6
541,1984,171.1
541,1985,169.4
541,1986,167.5
541,1987,165.5
541,1988,163.6
541,1989,161.5
541,1990,159.4
541,1991,157.1
541,1992,154.4
541,1993,151.2
541,1994,147.4
541,1995,143
541,1996,137.7
541,1997,131.7
541,1998,125.4
541,1999,119.3
541,2000,113.3
541,2001,107.6
541,2002,102.3
541,2003,97.4
541,2004,92.9
541,2005,88.7
541,2006,84.6
541,2007,79.9
541,2008,76.5
541,2009,72.8
541,2010,70.7
541,2011,66.9
541,2012,63.5
541,2013,60.9
541,2014,58.9
541,2015,57
541,2016,55.2
541,2017,53.3
551,1970,108.9
551,1971,106.2
551,1972,103.3
551,1973,100.3
551,1974,97.9
551,1975,96.1
551,1976,95.1
551,1977,94.8
551,1978,95
551,1979,95.3
551,1980,95.8
551,1981,96.4
551,1982,97.3
551,1983,98.6
551,1984,100.4
551,1985,102.6
551,1986,105
551,1987,107
551,1988,108.7
551,1989,109.9
551,1990,110.5
551,1991,110.8
551,1992,110.7
551,1993,110.1
551,1994,108.8
551,1995,107.1
551,1996,105.5
551,1997,104
551,1998,102.4
551,1999,100
551,2000,96.6
551,2001,91.6
551,2002,85.3
551,2003,79
551,2004,72.7
551,2005,66.8
551,2006,62.7
551,2007,60.9
551,2008,57.9
551,2009,55.6
551,2010,53.4
551,2011,51.5
551,2012,49.6
551,2013,48.3
551,2014,46.3
551,2015,44.2
551,2016,43
551,2017,41.5
552,1970,72
552,1971,71.3
552,1972,70.8
552,1973,70.6
552,1974,70.6
552,1975,70.6
552,1976,70.5
552,1977,70.3
552,1978,69.9
552,1979,69
552,1980,67.4
552,1981,65.1
552,1982,62.3
552,1983,59.3
552,1984,56.4
552,1985,53.9
552,1986,52
552,1987,50.7
552,1988,50.1
552,1989,50.1
552,1990,50.8
552,1991,51.9
552,1992,53.3
552,1993,55
552,1994,56.6
552,1995,58.3
552,1996,59.2
552,1997,59.6
552,1998,59.4
552,1999,58.9
552,2000,58.4
552,2001,58
552,2002,57.9
552,2003,57.7
552,2004,58.4
552,2005,59
552,2006,60
552,2007,60.1
552,2008,59.1
552,2009,57.5
552,2010,55.1
552,2011,52.2
552,2012,48.4
552,2013,45.4
552,2014,42.3
552,2015,40.2
552,2016,38.2
552,2017,36.5
553,1970,203.1
553,1971,199.7
553,1972,195.4
553,1973,190.5
553,1974,185.1
553,1975,179.4
553,1976,173.5
553,1977,167.6
553,1978,161.2
553,1979,155.3
553,1980,149.9
553,1981,145.8
553,1982,143.3
553,1983,142.8
553,1984,143.7
553,1985,145.2
553,1986,146.3
553,1987,146.5
553,1988,145
