"gwcode","date","year","epr_groups","epr_elf","epr_excluded_groups_count","epr_excluded_group_pop","epr_inpower_groups_count","epr_inpower_groups_pop","epr_regaut_groups_count","epr_regaut_group_pop"
365,2009-01-01,2009,44,0.63947433,38,0.1785,6,0.8144,26,0.1311
366,2009-01-01,2009,4,0.527187,3,0.29,1,0.679,0,0
367,2009-01-01,2009,4,0.428537,3,0.353,1,0.586,0,0
368,2009-01-01,2009,3,0.716684,2,0.124,1,0.842,0,0
369,2009-01-01,2009,6,0.63531104,4,0.0162,2,0.951,1,0.173
370,2009-01-01,2009,3,0.627505,1,0.041,2,0.912,0,0
371,2009-01-01,2009,3,0.95861081,2,0.0139,1,0.979,0,0
372,2009-01-01,2009,5,0.674713,4,0.156,1,0.817,2,0.046
373,2009-01-01,2009,4,0.847138,3,0.046,1,0.92,1,0.013
375,2009-01-01,2009,2,0.8685,0,0,2,0.99,0,0
380,2009-01-01,2009,1,1,0,0,1,1,0,0
385,2009-01-01,2009,1,1,0,0,1,1,0,0
390,2009-01-01,2009,1,1,0,0,1,1,0,0
395,2009-01-01,2009,1,1,0,0,1,1,0,0
396,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
397,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
402,2009-01-01,2009,1,1,0,0,1,1,0,0
403,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
404,2009-01-01,2009,5,0.1549,0,0,5,0.73,0,0
411,2009-01-01,2009,5,0.740076,4,0.115,1,0.857,0,0
420,2009-01-01,2009,5,0.224575,0,0,5,0.855,0,0
432,2009-01-01,2009,3,0.8158,0,0,3,1,1,0.07
433,2009-01-01,2009,5,0.27405,0,0,5,0.95,0,0
434,2009-01-01,2009,4,0.188125,0,0,4,0.815,0,0
435,2009-01-01,2009,3,0.34,1,0.3,2,0.7,0,0
436,2009-01-01,2009,5,0.37045,1,0.08,4,0.83,0,0
437,2009-01-01,2009,5,0.2261,0,0,5,0.97,0,0
438,2009-01-01,2009,3,0.29,0,0,3,0.9,0,0
439,2009-01-01,2009,1,0.4489,0,0,1,0.67,0,0
450,2009-01-01,2009,5,0.014489,0,0,5,0.237,0,0
451,2009-01-01,2009,5,0.1916,0,0,5,0.78,0,0
452,2009-01-01,2009,5,0.22005,0,0,5,0.94,0,0
461,2009-01-01,2009,2,0.2665,0,0,2,0.71,0,0
471,2009-01-01,2009,6,0.1417,0,0,6,0.85,0,0
475,2009-01-01,2009,6,0.17125,2,0.03,4,0.78,5,0.805
481,2009-01-01,2009,4,0.2226,0,0,4,0.84,0,0
482,2009-01-01,2009,5,0.122109,0,0,5,0.513,0,0
483,2009-01-01,2009,6,0.07955,2,0.18,4,0.28,0,0
484,2009-01-01,2009,6,0.1209,3,0.38,3,0.25,0,0
490,2009-01-01,2009,13,0.065845,9,0.563,4,0.226,0,0
500,2009-01-01,2009,9,0.078428,3,0.239,6,0.485,0,0
501,2009-01-01,2009,8,0.148,0,0,8,0.92,0,0
510,2009-01-01,2009,4,0.929814,3,0.036,1,0.964,1,0.018
516,2009-01-01,2009,2,0.7421,0,0,2,0.99,0,0
517,2009-01-01,2009,2,0.7281,1,0.84,1,0.15,0,0
520,2009-01-01,2009,1,1,0,0,1,1,0,0
522,2009-01-01,2009,2,0.4321,0,0,2,0.91,0,0
530,2009-01-01,2009,9,0.23984195,6,0.2941,3,0.6742,4,0.8766
531,2009-01-01,2009,5,0.387,3,0.11,2,0.87,0,0
540,2009-01-01,2009,5,0.2374,4,0.62,1,0.26,0,0
541,2009-01-01,2009,3,0.096462,1,0.098,2,0.354,0,0
551,2009-01-01,2009,7,0.2974,0,0,7,1,0,0
552,2009-01-01,2009,3,0.633,1,0.01,2,0.97,0,0
553,2009-01-01,2009,3,0.3912,0,0,3,1,0,0
560,2009-01-01,2009,14,0.12427504,1,2e-04,13,0.985,0,0
565,2009-01-01,2009,12,0.273667,4,0.093,8,0.878,0,0
570,2009-01-01,2009,1,1,0,0,1,1,0,0
571,2009-01-01,2009,10,0.332921,7,0.088,3,0.665,0,0
572,2009-01-01,2009,1,1,0,0,1,1,0,0
580,2009-01-01,2009,2,0.385466,0,0,2,0.874,0,0
581,2009-01-01,2009,3,0.453978,0,0,3,1,3,1
590,2009-01-01,2009,7,0.24905,3,0.345,4,0.625,0,0
591,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
600,2009-01-01,2009,3,0.504384,2,0.408,1,0.592,0,0
615,2009-01-01,2009,2,0.5968,1,0.28,1,0.72,0,0
616,2009-01-01,2009,1,0.9604,0,0,1,0.98,0,0
620,2009-01-01,2009,4,0.724872,3,0.156,1,0.844,0,0
625,2009-01-01,2009,16,0.142129,14,0.767,2,0.25,1,0.1
630,2009-01-01,2009,11,0.32588291,9,0.1691,2,0.75,0,0
640,2009-01-01,2009,3,0.59494356,2,0.1866,1,0.75,0,0
645,2009-01-01,2009,5,0.453851,2,0.011,3,0.98,1,0.17
651,2009-01-01,2009,2,0.8362,1,0.09,1,0.91,0,0
652,2009-01-01,2009,5,0.4567,4,0.86,1,0.13,0,0
660,2009-01-01,2009,11,0.1869,4,0.13,7,0.86,0,0
663,2009-01-01,2009,3,0.4136,2,0.56,1,0.4,0,0
666,2009-01-01,2009,5,0.2263,2,0.43,3,0.56,0,0
670,2009-01-01,2009,4,0.2201,2,0.17,2,0.62,0,0
678,2009-01-01,2009,4,0.375,1,0.01,3,0.99,0,0
690,2009-01-01,2009,3,0.0659,1,0.03,2,0.34,0,0
692,2009-01-01,2009,2,0.145,1,0.35,1,0.15,0,0
694,2009-01-01,2009,1,0.013456,0,0,1,0.116,0,0
696,2009-01-01,2009,1,0.0144,0,0,1,0.12,0,0
698,2009-01-01,2009,1,0.5476,0,0,1,0.74,0,0
700,2009-01-01,2009,12,0.250214,1,0.015,11,0.911,4,0.85
701,2009-01-01,2009,4,0.7263,3,0.1,1,0.85,0,0
702,2009-01-01,2009,6,0.627873,4,0.197,2,0.78,0,0
703,2009-01-01,2009,4,0.45597,3,0.273,1,0.649,0,0
704,2009-01-01,2009,4,0.64615,3,0.13,1,0.8,1,0.025
705,2009-01-01,2009,6,0.465995,5,0.324,1,0.631,0,0
710,2009-01-01,2009,37,0.83830568,36,0.0825,1,0.9153,19,0.0673
712,2009-01-01,2009,2,0.8125,1,0.05,1,0.9,1,0.05
713,2009-01-01,2009,3,0.7256,1,0.02,2,0.98,0,0
731,2009-01-01,2009,1,1,0,0,1,1,0,0
732,2009-01-01,2009,1,1,0,0,1,1,0,0
740,2009-01-01,2009,5,0.96016608,2,0.013,3,0.987,1,0.01
750,2009-01-01,2009,21,0.12051623,6,0.0115,15,0.956,17,0.6367
760,2009-01-01,2009,3,0.24,2,0.6,1,0.2,0,0
770,2009-01-01,2009,8,0.363309,5,0.135,3,0.85,0,0
771,2009-01-01,2009,4,0.811129,3,0.112,1,0.895,0,0
775,2009-01-01,2009,12,0.477711,11,0.307,1,0.68,7,0.233
780,2009-01-01,2009,4,0.5657,3,0.23,1,0.74,0,0
781,2009-01-01,2009,1,0.9801,0,0,1,0.99,0,0
790,2009-01-01,2009,6,0.2343,3,0.5,3,0.49,0,0
800,2009-01-01,2009,5,0.68125,3,0.065,2,0.935,0,0
811,2009-01-01,2009,6,0.9032,2,0.02,4,0.976,0,0
812,2009-01-01,2009,6,0.3502,2,0.1,4,0.9,0,0
816,2009-01-01,2009,10,0.723934,9,0.106,1,0.85,0,0
820,2009-01-01,2009,5,0.40437,2,0.059,3,0.903,2,0.059
830,2009-01-01,2009,4,0.5918,0,0,4,1,0,0
835,2009-01-01,2009,4,0.3455,3,0.24,1,0.57,0,0
840,2009-01-01,2009,4,0.746332,2,0.126,2,0.874,1,0.051
850,2009-01-01,2009,16,0.22513816,3,0.0689,13,0.7269,10,0.7468
860,2009-01-01,2009,1,1,0,0,1,1,0,0
900,2009-01-01,2009,3,0.7076,1,0.02,2,0.88,0,0
910,2009-01-01,2009,2,0.934312,1,0.034,1,0.966,1,0.034
920,2009-01-01,2009,4,0.55049,1,0.044,3,0.91,0,0
935,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
940,2009-01-01,2009,1,1,0,0,1,1,0,0
950,2009-01-01,2009,2,0.469705,0,0,2,0.949,0,0
970,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
971,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
972,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
973,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
983,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
986,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
987,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
990,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA
2,2010-01-01,2010,6,0.47549784,2,0.0128,4,0.978,1,0.0078
20,2010-01-01,2010,3,0.402849,1,0.043,2,0.82,3,0.863
31,2010-01-01,2010,2,0.724709,0,0,2,0.897,0,0
40,2010-01-01,2010,2,0.539762,0,0,2,1,0,0
41,2010-01-01,2010,1,1,0,0,1,1,0,0
42,2010-01-01,2010,1,1,0,0,1,1,0,0
51,2010-01-01,2010,1,1,0,0,1,1,0,0
52,2010-01-01,2010,2,0.300625,0,0,2,0.775,0,0
53,2010-01-01,2010,1,1,0,0,1,1,0,0
54,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
55,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
56,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
57,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
58,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
60,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
70,2010-01-01,2010,4,0.664314,3,0.199,1,0.801,1,0.007
80,2010-01-01,2010,4,0.363412,2,0.174,2,0.788,0,0
90,2010-01-01,2010,4,0.495638,3,0.52,1,0.48,0,0
91,2010-01-01,2010,3,0.833256,2,0.086,1,0.91,0,0
92,2010-01-01,2010,2,0.82,1,0.1,1,0.9,0,0
93,2010-01-01,2010,4,0.748929,3,0.127,1,0.86,0,0
94,2010-01-01,2010,3,0.707229,2,0.102,1,0.837,0,0
95,2010-01-01,2010,5,0.661434,4,0.198,1,0.8,3,0.058
100,2010-01-01,2010,3,0.586956,2,0.264,1,0.73,1,0.034
101,2010-01-01,2010,3,0.735458,2,0.152,1,0.848,1,0.027
110,2010-01-01,2010,3,0.288893,2,0.394,1,0.435,0,0
115,2010-01-01,2010,6,0.20983,3,0.182,3,0.722,0,0
130,2010-01-01,2010,4,0.6734,3,0.19,1,0.81,2,0.14
135,2010-01-01,2010,4,0.403365,3,0.423,1,0.52,2,0.373
140,2010-01-01,2010,3,0.494116,1,0.004,2,0.99,0,0
145,2010-01-01,2010,4,0.3276,1,0.03,3,0.97,3,0.97
150,2010-01-01,2010,2,0.893425,1,0.02,1,0.945,0,0
155,2010-01-01,2010,3,0.83395,2,0.09,1,0.91,0,0
160,2010-01-01,2010,2,0.941125,1,0.015,1,0.97,0,0
165,2010-01-01,2010,2,0.830548,1,0.078,1,0.908,0,0
200,2010-01-01,2010,7,0.675039,4,0.07,3,0.929,4,0.136
205,2010-01-01,2010,1,1,0,0,1,1,0,0
210,2010-01-01,2010,1,1,0,0,1,1,0,0
211,2010-01-01,2010,3,0.5082,1,0.01,2,0.99,3,1
212,2010-01-01,2010,1,1,0,0,1,1,0,0
220,2010-01-01,2010,4,0.952644,3,0.014,1,0.976,1,0.004
221,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
223,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
225,2010-01-01,2010,3,0.45499,0,0,3,0.938,3,0.938
230,2010-01-01,2010,5,0.497838,4,0.302,1,0.68,3,0.283
232,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
235,2010-01-01,2010,1,1,0,0,1,1,0,0
260,2010-01-01,2010,1,1,0,0,1,1,0,0
290,2010-01-01,2010,6,0.92179909,4,0.025,2,0.9603,0,0
305,2010-01-01,2010,2,0.864936,1,0.006,1,0.93,0,0
310,2010-01-01,2010,2,0.8125,1,0.05,1,0.9,0,0
316,2010-01-01,2010,1,0.944784,0,0,1,0.972,0,0
317,2010-01-01,2010,2,0.659837,1,0.101,1,0.806,0,0
325,2010-01-01,2010,6,0.874796,5,0.039,1,0.935,4,0.038
331,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
338,2010-01-01,2010,1,1,0,0,1,1,0,0
339,2010-01-01,2010,3,0.6792,2,0.1,1,0.82,0,0
340,2010-01-01,2010,7,0.704167,6,0.083,1,0.838,1,0.035
341,2010-01-01,2010,6,0.315931,5,0.625,1,0.45,0,0
343,2010-01-01,2010,7,0.478331,5,0.097,2,0.894,0,0
344,2010-01-01,2010,6,0.81916282,5,0.0618,1,0.904,0,0
346,2010-01-01,2010,4,0.369681,1,0.01,3,0.963,3,0.963
347,2010-01-01,2010,6,0.813302,5,0.094,1,0.9,0,0
349,2010-01-01,2010,4,0.69057345,3,0.0053,1,0.831,0,0
350,2010-01-01,2010,4,0.922158,3,0.04,1,0.96,0,0
352,2010-01-01,2010,2,0.6724,1,0.18,1,0.8,1,0.18
355,2010-01-01,2010,5,0.701693,3,0.152,2,0.847,0,0
359,2010-01-01,2010,4,0.535944,2,0.058,2,0.91,1,0.038
360,2010-01-01,2010,4,0.80601,2,0.027,2,0.961,0,0
365,2010-01-01,2010,44,0.63947433,38,0.1785,6,0.8144,26,0.1311
366,2010-01-01,2010,4,0.527187,3,0.29,1,0.679,0,0
367,2010-01-01,2010,4,0.428537,3,0.353,1,0.586,0,0
368,2010-01-01,2010,3,0.716684,2,0.124,1,0.842,0,0
369,2010-01-01,2010,6,0.63531104,4,0.0162,2,0.951,1,0.173
370,2010-01-01,2010,3,0.627505,1,0.041,2,0.912,0,0
371,2010-01-01,2010,3,0.95861081,2,0.0139,1,0.979,0,0
372,2010-01-01,2010,5,0.674713,4,0.156,1,0.817,2,0.046
373,2010-01-01,2010,4,0.847138,3,0.046,1,0.92,1,0.013
375,2010-01-01,2010,2,0.8685,0,0,2,0.99,0,0
380,2010-01-01,2010,1,1,0,0,1,1,0,0
385,2010-01-01,2010,1,1,0,0,1,1,0,0
390,2010-01-01,2010,1,1,0,0,1,1,0,0
395,2010-01-01,2010,1,1,0,0,1,1,0,0
396,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
397,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
402,2010-01-01,2010,1,1,0,0,1,1,0,0
403,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
404,2010-01-01,2010,5,0.1549,0,0,5,0.73,0,0
411,2010-01-01,2010,5,0.740076,4,0.115,1,0.857,0,0
420,2010-01-01,2010,5,0.224575,0,0,5,0.855,0,0
432,2010-01-01,2010,3,0.8158,0,0,3,1,1,0.07
433,2010-01-01,2010,5,0.27405,0,0,5,0.95,0,0
434,2010-01-01,2010,4,0.188125,0,0,4,0.815,0,0
435,2010-01-01,2010,3,0.34,1,0.3,2,0.7,0,0
436,2010-01-01,2010,5,0.37045,2,0.085,3,0.825,0,0
437,2010-01-01,2010,5,0.2261,0,0,5,0.97,0,0
438,2010-01-01,2010,3,0.29,0,0,3,0.9,0,0
439,2010-01-01,2010,1,0.4489,0,0,1,0.67,0,0
450,2010-01-01,2010,5,0.014489,0,0,5,0.237,0,0
451,2010-01-01,2010,5,0.1916,0,0,5,0.78,0,0
452,2010-01-01,2010,5,0.22005,0,0,5,0.94,0,0
461,2010-01-01,2010,2,0.2665,0,0,2,0.71,0,0
471,2010-01-01,2010,6,0.1417,0,0,6,0.85,0,0
475,2010-01-01,2010,6,0.17125,2,0.03,4,0.78,5,0.805
481,2010-01-01,2010,4,0.2226,0,0,4,0.84,0,0
482,2010-01-01,2010,5,0.122109,0,0,5,0.513,0,0
483,2010-01-01,2010,6,0.07955,1,0.04,5,0.42,0,0
484,2010-01-01,2010,6,0.1209,3,0.38,3,0.25,0,0
490,2010-01-01,2010,13,0.065845,9,0.563,4,0.226,0,0
500,2010-01-01,2010,9,0.078428,3,0.239,6,0.485,0,0
501,2010-01-01,2010,8,0.148,0,0,8,0.92,0,0
510,2010-01-01,2010,5,0.494448,3,0.036,2,0.964,1,0.018
516,2010-01-01,2010,2,0.7421,0,0,2,0.99,0,0
517,2010-01-01,2010,2,0.7281,1,0.84,1,0.15,0,0
520,2010-01-01,2010,1,1,0,0,1,1,0,0
522,2010-01-01,2010,2,0.4321,0,0,2,0.91,0,0
530,2010-01-01,2010,9,0.23984195,6,0.2941,3,0.6742,4,0.8766
531,2010-01-01,2010,5,0.387,3,0.11,2,0.87,0,0
540,2010-01-01,2010,5,0.2374,4,0.62,1,0.26,0,0
541,2010-01-01,2010,3,0.096462,1,0.098,2,0.354,0,0
551,2010-01-01,2010,7,0.2974,0,0,7,1,0,0
552,2010-01-01,2010,3,0.633,1,0.01,2,0.97,0,0
553,2010-01-01,2010,3,0.3912,0,0,3,1,0,0
560,2010-01-01,2010,14,0.12427504,1,2e-04,13,0.985,0,0
565,2010-01-01,2010,12,0.273667,4,0.093,8,0.878,0,0
570,2010-01-01,2010,1,1,0,0,1,1,0,0
571,2010-01-01,2010,10,0.332921,7,0.088,3,0.665,0,0
572,2010-01-01,2010,1,1,0,0,1,1,0,0
580,2010-01-01,2010,2,0.385466,0,0,2,0.874,0,0
581,2010-01-01,2010,3,0.453978,0,0,3,1,3,1
590,2010-01-01,2010,7,0.24905,3,0.345,4,0.625,0,0
591,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
600,2010-01-01,2010,3,0.504384,2,0.408,1,0.592,0,0
615,2010-01-01,2010,2,0.5968,1,0.28,1,0.72,0,0
616,2010-01-01,2010,1,0.9604,0,0,1,0.98,0,0
620,2010-01-01,2010,4,0.724872,3,0.156,1,0.844,0,0
625,2010-01-01,2010,16,0.142129,14,0.767,2,0.25,1,0.1
630,2010-01-01,2010,11,0.32588291,9,0.1691,2,0.75,0,0
640,2010-01-01,2010,3,0.59494356,2,0.1866,1,0.75,0,0
645,2010-01-01,2010,5,0.453851,2,0.011,3,0.98,1,0.17
651,2010-01-01,2010,2,0.8362,1,0.09,1,0.91,0,0
652,2010-01-01,2010,5,0.4567,4,0.86,1,0.13,0,0
660,2010-01-01,2010,11,0.1869,4,0.13,7,0.86,0,0
663,2010-01-01,2010,3,0.4136,2,0.56,1,0.4,0,0
666,2010-01-01,2010,5,0.2263,2,0.43,3,0.56,0,0
670,2010-01-01,2010,4,0.2201,2,0.17,2,0.62,0,0
678,2010-01-01,2010,4,0.375,1,0.01,3,0.99,0,0
690,2010-01-01,2010,3,0.0659,1,0.03,2,0.34,0,0
692,2010-01-01,2010,2,0.145,1,0.35,1,0.15,0,0
694,2010-01-01,2010,1,0.013456,0,0,1,0.116,0,0
696,2010-01-01,2010,1,0.0144,0,0,1,0.12,0,0
698,2010-01-01,2010,1,0.5476,0,0,1,0.74,0,0
700,2010-01-01,2010,12,0.250214,1,0.015,11,0.911,4,0.85
701,2010-01-01,2010,4,0.7263,3,0.1,1,0.85,0,0
702,2010-01-01,2010,6,0.627873,4,0.197,2,0.78,0,0
703,2010-01-01,2010,4,0.45597,3,0.273,1,0.649,0,0
704,2010-01-01,2010,4,0.64615,3,0.13,1,0.8,1,0.025
705,2010-01-01,2010,6,0.465995,5,0.324,1,0.631,0,0
710,2010-01-01,2010,37,0.83830568,36,0.0825,1,0.9153,19,0.0673
712,2010-01-01,2010,2,0.8125,1,0.05,1,0.9,1,0.05
713,2010-01-01,2010,3,0.7256,1,0.02,2,0.98,0,0
731,2010-01-01,2010,1,1,0,0,1,1,0,0
732,2010-01-01,2010,1,1,0,0,1,1,0,0
740,2010-01-01,2010,5,0.96212168,2,0.012,3,0.988,1,0.01
750,2010-01-01,2010,21,0.12051623,6,0.0115,15,0.956,17,0.6367
760,2010-01-01,2010,3,0.24,2,0.6,1,0.2,0,0
770,2010-01-01,2010,8,0.363309,5,0.135,3,0.85,0,0
771,2010-01-01,2010,4,0.811129,3,0.112,1,0.895,0,0
775,2010-01-01,2010,12,0.477711,11,0.307,1,0.68,7,0.233
780,2010-01-01,2010,4,0.5657,3,0.23,1,0.74,0,0
781,2010-01-01,2010,1,0.9801,0,0,1,0.99,0,0
790,2010-01-01,2010,6,0.2343,3,0.5,3,0.49,0,0
800,2010-01-01,2010,5,0.68125,3,0.065,2,0.935,0,0
811,2010-01-01,2010,6,0.9032,2,0.02,4,0.976,0,0
812,2010-01-01,2010,6,0.3502,2,0.1,4,0.9,0,0
816,2010-01-01,2010,10,0.723934,9,0.106,1,0.85,0,0
820,2010-01-01,2010,6,0.404406,3,0.065,3,0.903,2,0.059
830,2010-01-01,2010,4,0.5918,0,0,4,1,0,0
835,2010-01-01,2010,4,0.3455,3,0.24,1,0.57,0,0
840,2010-01-01,2010,4,0.746332,2,0.126,2,0.874,1,0.051
850,2010-01-01,2010,16,0.22513816,3,0.0689,13,0.7269,10,0.7468
860,2010-01-01,2010,1,1,0,0,1,1,0,0
900,2010-01-01,2010,3,0.7076,1,0.02,2,0.88,0,0
910,2010-01-01,2010,2,0.934312,1,0.034,1,0.966,1,0.034
920,2010-01-01,2010,4,0.55049,1,0.044,3,0.91,0,0
935,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
940,2010-01-01,2010,1,1,0,0,1,1,0,0
950,2010-01-01,2010,2,0.467617,0,0,2,0.935,0,0
970,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
971,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
972,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
973,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
983,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
986,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
987,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
990,2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA
2,2011-01-01,2011,6,0.47549784,2,0.0128,4,0.978,1,0.0078
20,2011-01-01,2011,3,0.402849,1,0.043,2,0.82,3,0.863
31,2011-01-01,2011,2,0.724709,0,0,2,0.897,0,0
40,2011-01-01,2011,2,0.539762,0,0,2,1,0,0
41,2011-01-01,2011,1,1,0,0,1,1,0,0
42,2011-01-01,2011,1,1,0,0,1,1,0,0
51,2011-01-01,2011,1,1,0,0,1,1,0,0
52,2011-01-01,2011,2,0.24228,0,0,2,0.696,0,0
53,2011-01-01,2011,1,1,0,0,1,1,0,0
54,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
55,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
56,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
57,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
58,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
60,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
70,2011-01-01,2011,4,0.664314,3,0.199,1,0.801,1,0.007
80,2011-01-01,2011,4,0.363412,2,0.174,2,0.788,0,0
90,2011-01-01,2011,4,0.495638,3,0.52,1,0.48,0,0
91,2011-01-01,2011,3,0.833256,2,0.086,1,0.91,0,0
92,2011-01-01,2011,2,0.82,1,0.1,1,0.9,0,0
93,2011-01-01,2011,4,0.748929,3,0.127,1,0.86,0,0
94,2011-01-01,2011,3,0.707229,2,0.102,1,0.837,0,0
95,2011-01-01,2011,5,0.661434,4,0.198,1,0.8,3,0.058
100,2011-01-01,2011,3,0.586956,2,0.264,1,0.73,1,0.034
101,2011-01-01,2011,3,0.735458,2,0.152,1,0.848,1,0.027
110,2011-01-01,2011,3,0.288893,2,0.394,1,0.435,0,0
115,2011-01-01,2011,6,0.20983,3,0.182,3,0.722,0,0
130,2011-01-01,2011,4,0.6734,3,0.19,1,0.81,2,0.14
135,2011-01-01,2011,4,0.403365,3,0.423,1,0.52,1,0.012
140,2011-01-01,2011,3,0.484594,2,0.511,1,0.477,0,0
145,2011-01-01,2011,4,0.3276,1,0.03,3,0.97,3,0.97
150,2011-01-01,2011,2,0.893425,1,0.02,1,0.945,0,0
155,2011-01-01,2011,3,0.83395,2,0.09,1,0.91,0,0
160,2011-01-01,2011,2,0.941125,1,0.015,1,0.97,0,0
165,2011-01-01,2011,2,0.830548,1,0.078,1,0.908,0,0
200,2011-01-01,2011,7,0.675039,4,0.07,3,0.929,4,0.136
205,2011-01-01,2011,1,1,0,0,1,1,0,0
210,2011-01-01,2011,1,1,0,0,1,1,0,0
211,2011-01-01,2011,3,0.5082,1,0.01,2,0.99,3,1
212,2011-01-01,2011,1,1,0,0,1,1,0,0
220,2011-01-01,2011,4,0.952644,3,0.014,1,0.976,1,0.004
221,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
223,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
225,2011-01-01,2011,3,0.45499,0,0,3,0.938,3,0.938
230,2011-01-01,2011,5,0.497838,4,0.302,1,0.68,3,0.283
232,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
235,2011-01-01,2011,1,1,0,0,1,1,0,0
260,2011-01-01,2011,1,1,0,0,1,1,0,0
290,2011-01-01,2011,6,0.92179909,4,0.025,2,0.9603,0,0
305,2011-01-01,2011,2,0.864936,1,0.006,1,0.93,0,0
310,2011-01-01,2011,2,0.8125,1,0.05,1,0.9,0,0
316,2011-01-01,2011,1,0.944784,0,0,1,0.972,0,0
317,2011-01-01,2011,2,0.659837,0,0,2,0.907,0,0
325,2011-01-01,2011,6,0.874796,5,0.039,1,0.935,4,0.038
331,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA
338,2011-01-01,2011,1,1,0,0,1,1,0,0
339,2011-01-01,2011,3,0.6792,2,0.1,1,0.82,0,0
340,2011-01-01,2011,7,0.704167,6,0.083,1,0.838,1,0.035
341,2011-01-01,2011,6,0.315931,5,0.625,1,0.45,0,0
343,2011-01-01,2011,7,0.478331,5,0.097,2,0.894,0,0
344,2011-01-01,2011,6,0.81916282,5,0.0618,1,0.904,0,0
346,2011-01-01,2011,4,0.369681,1,0.01,3,0.963,3,0.963
347,2011-01-01,2011,6,0.813302,5,0.094,1,0.9,0,0
349,2011-01-01,2011,4,0.69057345,3,0.0053,1,0.831,0,0
350,2011-01-01,2011,4,0.922158,3,0.04,1,0.96,0,0
352,2011-01-01,2011,2,0.6724,1,0.18,1,0.8,1,0.18
355,2011-01-01,2011,5,0.701693,3,0.152,2,0.847,0,0
359,2011-01-01,2011,4,0.535944,3,0.268,1,0.7,1,0.038
360,2011-01-01,2011,4,0.80601,2,0.027,2,0.961,0,0
365,2011-01-01,2011,44,0.63947433,38,0.1785,6,0.8144,26,0.1311
366,2011-01-01,2011,4,0.527187,3,0.29,1,0.679,0,0
367,2011-01-01,2011,4,0.428537,3,0.353,1,0.586,0,0
368,2011-01-01,2011,3,0.716684,2,0.124,1,0.842,0,0
369,2011-01-01,2011,6,0.63531104,4,0.0162,2,0.951,1,0.173
370,2011-01-01,2011,3,0.627505,1,0.041,2,0.912,0,0
371,2011-01-01,2011,3,0.95861081,2,0.0139,1,0.979,0,0
372,2011-01-01,2011,5,0.674713,4,0.156,1,0.817,2,0.046
373,2011-01-01,2011,4,0.847138,3,0.046,1,0.92,1,0.013
375,2011-01-01,2011,2,0.8685,0,0,2,0.99,0,0
380,2011-01-01,2011,1,1,0,0,1,1,0,0
